Gm,Date,Tm,H_A,Opp,Result,R,RA,Inn,Record,Rank,GB,Win,Loss,Save,Time,D.N,Attendance,cLI,Streak,Orig_Scheduled,Year
139,"Saturday, Sep 10",SEA,H,ATL,W,3,1,,78-61,2,11.0,Kirby,Fried,Sewald,2:49,N,44965,0.67,1,,2022
140,"Sunday, Sep 11",SEA,H,ATL,W-wo,8,7,,79-61,2,11.0,Sewald,Jansen,,3:24,D,45245,0.57,2,,2022
141,"Tuesday, Sep 13",SEA,H,SDP,L,0,2,,79-62,2,12.5,Darvish,Gilbert,Hader,3:04,N,34740,0.49,-1,,2022
142,"Wednesday, Sep 14",SEA,H,SDP,W,6,1,,80-62,2,12.5,Castillo,Clevinger,,2:53,D,24238,0.62,1,,2022
143,"Friday, Sep 16",SEA,A,LAA,L,7,8,,80-63,2,14.0,Lorenzen,Ray,Tepera,3:29,N,37480,0.6,-1,,2022
144,"Saturday, Sep 17",SEA,A,LAA,L,1,2,,80-64,2,14.0,Ohtani,Kirby,Loup,2:48,N,35538,0.54,-2,,2022
145,"Sunday, Sep 18",SEA,A,LAA,L,1,5,,80-65,2,15.0,Detmers,Gonzales,,2:43,D,24929,0.58,-3,,2022
146,"Monday, Sep 19",SEA,A,LAA,W,9,1,,81-65,2,15.0,Gilbert,Suarez,,3:08,D,15594,0.8,1,,2022
147,"Tuesday, Sep 20",SEA,A,OAK,L,1,4,,81-66,2,16.0,Sears,Castillo,Acevedo,2:49,N,4251,0.58,-1,,2022
148,"Wednesday, Sep 21",SEA,A,OAK,L,1,2,,81-67,2,17.0,Kaprielian,Swanson,Acevedo,2:39,N,4030,0.55,-2,,2022
149,"Thursday, Sep 22",SEA,A,OAK,W,9,5,,82-67,2,16.0,Boyd,Snead,,3:22,D,4696,0.62,1,,2022
150,"Friday, Sep 23",SEA,A,KCR,L,1,5,,82-68,2,16.0,Singer,Gonzales,,2:29,N,13615,0.61,-1,,2022
151,"Saturday, Sep 24",SEA,A,KCR,W,6,5,,83-68,2,16.0,Sewald,Keller,Munoz,3:25,N,25237,0.8,1,,2022
152,"Sunday, Sep 25",SEA,A,KCR,L,12,13,,83-69,2,17.0,Cuas,Swanson,Barlow,3:43,D,18350,0.52,-1,,2022
153,"Tuesday, Sep 27",SEA,H,TEX,L,0,5,,83-70,2,18.0,Miller,Ray,,3:22,N,23221,0.49,-2,,2022
154,"Wednesday, Sep 28",SEA,H,TEX,W,3,1,,84-70,2,17.0,Kirby,Perez,Sewald,2:34,N,21863,0.47,1,,2022
155,"Thursday, Sep 29",SEA,H,TEX,W-wo,10,9,11,85-70,2,16.5,Flexen,King,,3:48,N,21094,0.43,2,,2022
156,"Friday, Sep 30",SEA,H,OAK,W-wo,2,1,,86-70,2,15.5,Brash,Acevedo,,2:47,N,44754,0.38,3,,2022
157,"Saturday, Oct 1",SEA,H,OAK,W,5,1,,87-70,2,15.5,Castillo,Oller,,2:36,D,42512,0.39,4,,2022
158,"Sunday, Oct 2",SEA,H,OAK,L,3,10,,87-71,2,16.5,Kaprielian,Ray,,3:11,D,42465,0.41,-1,,2022
159,"Monday, Oct 3",SEA,H,DET,L,3,4,,87-72,2,16.5,Garcia,Kirby,Chafin,3:11,N,23463,0.18,-2,,2022
1,"Thursday, Apr 7",HOU,A,LAA,W,3,1,,1-0,1,up 0.5,Valdez,Ohtani,Pressly,3:15,N,44723,1.02,1,,2022
2,"Friday, Apr 8",HOU,A,LAA,W,13,6,,2-0,1,up 0.5,Montero,Ortega,,3:44,N,42719,1,2,,2022
3,"Saturday, Apr 9",HOU,A,LAA,L,0,2,,2-1,2,0.5,Syndergaard,Verlander,Iglesias,3:02,N,36139,1.09,-1,,2022
4,"Sunday, Apr 10",HOU,A,LAA,W,4,1,,3-1,1,up 0.5,Urquidy,Suarez,Pressly,3:15,D,41253,1.05,1,,2022
5,"Tuesday, Apr 12",HOU,A,ARI,W,2,1,,4-1,1,up 1.5,Neris,Melancon,Pressly,3:20,N,17674,1.03,2,,2022
6,"Wednesday, Apr 13",HOU,A,ARI,L-wo,2,3,10,4-2,1,up 1.0,Perez,Pressly,,3:50,D,12660,1.07,-1,,2022
7,"Friday, Apr 15",HOU,A,SEA,L,1,11,,4-3,1,up 0.5,Gonzales,Odorizzi,,3:04,N,45023,1.16,-2,,2022
8,"Saturday, Apr 16",HOU,A,SEA,W,4,0,,5-3,1,up 0.5,Verlander,Flexen,,2:36,N,38504,1.12,1,,2022
9,"Sunday, Apr 17",HOU,A,SEA,L,2,7,,5-4,2,0.5,Brash,Urquidy,,2:56,D,26583,1.14,-1,,2022
10,"Monday, Apr 18",HOU,H,LAA,W,8,3,,6-4,1,up 0.5,Garcia,Lorenzen,,3:22,N,42646,1.12,1,,2022
11,"Tuesday, Apr 19",HOU,H,LAA,L,2,7,,6-5,3,0.5,Ortega,Valdez,,3:36,N,30212,1.14,-1,,2022
12,"Wednesday, Apr 20",HOU,H,LAA,L,0,6,,6-6,4,1.5,Ohtani,Odorizzi,,3:08,N,29049,1.12,-2,,2022
13,"Friday, Apr 22",HOU,H,TOR,L,3,4,,6-7,4,1.5,Mayza,Neris,Romano,2:53,N,36757,0.99,-3,,2022
14,"Saturday, Apr 23",HOU,H,TOR,L,2,3,,6-8,4,2.5,Manoah,Taylor,Cimber,2:54,D,36075,0.95,-4,,2022
15,"Sunday, Apr 24",HOU,H,TOR,W-wo,8,7,10,7-8,4,2.5,Taylor,Romano,,3:45,D,39534,0.9,1,,2022
16,"Monday, Apr 25",HOU,A,TEX,L,2,6,,7-9,4,3.0,Moore,Maton,,3:14,N,17420,1.01,-1,,2022
17,"Tuesday, Apr 26",HOU,A,TEX,W,5,1,,8-9,4,3.0,Odorizzi,Hearn,,3:02,N,16469,0.97,1,,2022
18,"Wednesday, Apr 27",HOU,A,TEX,W,4,3,,9-9,4,2.5,Javier,Martin,Stanek,3:17,N,20399,0.96,2,,2022
19,"Thursday, Apr 28",HOU,A,TEX,W,3,2,,10-9,3,2.5,Verlander,Bush,Montero,2:37,D,19484,1.03,3,,2022
20,"Friday, Apr 29",HOU,A,TOR,W,11,7,,11-9,2,2.5,Urquidy,Thornton,,3:42,N,35066,1.05,4,,2022
21,"Saturday, Apr 30",HOU,A,TOR,L,1,2,,11-10,2,2.5,Berrios,Garcia,Romano,2:43,D,40732,1.12,-1,,2022
22,"Sunday, May 1",HOU,A,TOR,L,2,3,,11-11,3,3.5,Gausman,Valdez,Romano,2:52,D,31802,1.09,-2,,2022
23,"Monday, May 2",HOU,H,SEA,W,3,0,,12-11,2,2.5,Odorizzi,Gonzales,Montero,2:48,N,27321,1.11,1,,2022
24,"Tuesday, May 3",HOU,H,SEA,W,4,0,,13-11,2,1.5,Javier,Flexen,,3:12,N,23796,1.13,2,,2022
25,"Wednesday, May 4",HOU,H,SEA,W,7,2,,14-11,2,1.5,Verlander,Brash,,3:01,D,24110,1.17,3,,2022
26,"Thursday, May 5",HOU,H,DET,W-wo,3,2,,15-11,2,1.5,Pressly,Soto,,2:55,N,24116,1.11,4,,2022
27,"Friday, May 6",HOU,H,DET,W,3,2,,16-11,2,1.5,Garcia,Brieske,Montero,3:06,N,38020,1.17,5,,2022
28,"Saturday, May 7",HOU,H,DET,W,3,2,,17-11,2,0.5,Abreu,Fulmer,Pressly,3:01,D,34109,1.17,6,,2022
29,"Sunday, May 8",HOU,H,DET,W,5,0,,18-11,2,0.5,Odorizzi,Hutchison,,2:44,D,36934,1.21,7,,2022
30,"Tuesday, May 10",HOU,A,MIN,W,5,0,,19-11,2,1.0,Verlander,Ryan,,3:10,N,16156,1.29,8,,2022
31,"Wednesday, May 11",HOU,A,MIN,W,11,3,,20-11,1,Tied,Abreu,Archer,,3:33,D,NA,1.31,9,,2022
32,"Thursday, May 12",HOU,A,MIN,W,5,0,,21-11,1,up 0.5,Garcia,Winder,,3:20,D,16918,1.28,10,,2022
33,"Friday, May 13",HOU,A,WSN,W,6,1,,22-11,1,up 0.5,Valdez,Gray,,2:45,N,18433,1.24,11,,2022
34,"Saturday, May 14",HOU,A,WSN,L,6,13,,22-12,1,Tied,Rogers,Javier,,3:27,N,22949,1.16,-1,,2022
35,"Sunday, May 15",HOU,A,WSN,W,8,0,,23-12,1,Tied,Verlander,Corbin,,3:07,D,25915,1.2,1,,2022
36,"Monday, May 16",HOU,A,BOS,L,3,6,,23-13,1,Tied,Strahm,Neris,Robles,3:07,N,29706,1.2,-1,,2022
37,"Tuesday, May 17",HOU,A,BOS,W,13,4,,24-13,1,up 1.0,Urquidy,Eovaldi,,3:12,N,27328,1.21,1,,2022
38,"Wednesday, May 18",HOU,A,BOS,L,1,5,,24-14,1,up 1.0,Pivetta,Garcia,,2:38,N,31717,1.24,-1,,2022
39,"Thursday, May 19",HOU,H,TEX,W,5,1,,25-14,1,up 1.5,Valdez,Otto,,3:10,N,34593,1.32,1,,2022
40,"Friday, May 20",HOU,H,TEX,L,0,3,,25-15,1,up 1.5,Perez,Javier,,2:57,N,35294,1.34,-1,,2022
41,"Saturday, May 21",HOU,H,TEX,W,2,1,,26-15,1,up 1.5,Verlander,Gray,Pressly,2:52,N,37187,1.32,1,,2022
42,"Sunday, May 22",HOU,H,TEX,W,5,2,,27-15,1,up 1.5,Urquidy,Hearn,Pressly,3:10,D,38745,1.28,2,,2022
43,"Monday, May 23",HOU,H,CLE,L,1,6,,27-16,1,up 1.0,McKenzie,Garcia,,3:02,N,28284,1.26,-1,,2022
44,"Tuesday, May 24",HOU,H,CLE,W,7,3,,28-16,1,up 1.0,Valdez,Plesac,,2:45,N,26621,1.27,1,,2022
45,"Wednesday, May 25",HOU,H,CLE,W,2,1,,29-16,1,up 2.0,Javier,Quantrill,Pressly,3:00,N,25412,1.25,2,,2022
46,"Friday, May 27",HOU,A,SEA,L,1,6,,29-17,1,up 2.5,Flexen,Verlander,,2:45,N,26017,1.23,-1,,2022
47,"Saturday, May 28",HOU,A,SEA,L,0,6,,29-18,1,up 2.5,Gilbert,Urquidy,,3:01,N,24007,1.32,-2,,2022
48,"Sunday, May 29",HOU,A,SEA,W,2,1,,30-18,1,up 3.5,Montero,Gonzales,Pressly,3:00,D,28986,1.34,1,,2022
49,"Monday, May 30",HOU,A,OAK,W,5,1,,31-18,1,up 4.0,Valdez,Blackburn,,2:58,D,8753,1.25,2,,2022
50,"Tuesday, May 31",HOU,A,OAK,W,3,1,,32-18,1,up 5.0,Montero,Montas,Pressly,3:23,N,3469,1.26,3,,2022
51,"Wednesday, Jun 1",HOU,A,OAK,W,5,4,,33-18,1,up 5.5,Abreu,Jimenez,Pressly,3:07,D,5189,1.21,4,,2022
52,"Friday, Jun 3",HOU,A,KCR,W,10,3,,34-18,1,up 7.5,Urquidy,Singer,,2:48,N,22516,1.11,5,,2022
53,"Saturday, Jun 4",HOU,A,KCR,L,0,6,,34-19,1,up 7.5,Snider,Garcia,,3:10,D,14686,1.05,-1,,2022
54,"Sunday, Jun 5",HOU,A,KCR,W,7,4,,35-19,1,up 8.5,Valdez,Heasley,Montero,3:30,D,12776,1.12,1,,2022
55,"Monday, Jun 6",HOU,H,SEA,L,4,7,,35-20,1,up 8.5,Ray,Javier,Castillo,3:46,N,27521,1.15,-1,,2022
56,"Tuesday, Jun 7",HOU,H,SEA,W,4,1,,36-20,1,up 9.5,Verlander,Flexen,Pressly,3:19,N,30583,1.23,1,,2022
57,"Wednesday, Jun 8",HOU,H,SEA,L,3,6,,36-21,1,up 9.5,Gilbert,Urquidy,Castillo,3:09,N,23752,1.16,-1,,2022
58,"Friday, Jun 10",HOU,H,MIA,L,4,7,,36-22,1,up 9.0,Sulser,Garcia,Scott,3:49,N,34163,1.05,-2,,2022
59,"Saturday, Jun 11",HOU,H,MIA,L,1,5,,36-23,1,up 8.0,Garrett,Valdez,,3:12,D,31379,1.08,-3,,2022
60,"Sunday, Jun 12",HOU,H,MIA,W,9,4,,37-23,1,up 8.5,Verlander,Cabrera,,3:21,D,29341,1.21,1,,2022
61,"Monday, Jun 13",HOU,A,TEX,L,3,5,,37-24,1,up 7.5,Burke,Neris,Moore,3:18,N,29805,1.32,-1,,2022
62,"Tuesday, Jun 14",HOU,A,TEX,W,4,3,,38-24,1,up 8.5,Abreu,King,Pressly,2:40,N,29370,1.35,1,,2022
63,"Wednesday, Jun 15",HOU,A,TEX,W,9,2,,39-24,1,up 9.5,Garcia,Miller,,2:45,D,24992,1.27,2,,2022
64,"Friday, Jun 17",HOU,H,CHW,W,13,3,,40-24,1,up 9.0,Valdez,Giolito,,2:55,N,35467,1.2,3,,2022
65,"Saturday, Jun 18",HOU,H,CHW,L,0,7,,40-25,1,up 9.0,Cueto,Verlander,,2:51,D,36747,1.16,-1,,2022
66,"Sunday, Jun 19",HOU,H,CHW,W,4,3,,41-25,1,up 9.5,Javier,Kopech,Pressly,3:05,N,37709,1.17,1,,2022
67,"Tuesday, Jun 21",HOU,H,NYM,W,8,2,,42-25,1,up10.0,Urquidy,Williams,,3:02,N,35140,1.06,2,,2022
68,"Wednesday, Jun 22",HOU,H,NYM,W,5,3,,43-25,1,up10.0,Garcia,Carrasco,Pressly,3:15,D,35415,0.95,3,,2022
69,"Thursday, Jun 23",HOU,A,NYY,L-wo,6,7,,43-26,1,up 9.5,Castro,Pressly,,3:24,N,44071,1.04,-1,,2022
70,"Friday, Jun 24",HOU,A,NYY,W,3,1,,44-26,1,up10.5,Verlander,Severino,Montero,3:05,N,47528,1.07,1,,2022
71,"Saturday, Jun 25",HOU,A,NYY,W,3,0,,45-26,1,up10.5,Javier,Cole,Pressly,3:14,D,45076,0.99,2,,2022
72,"Sunday, Jun 26",HOU,A,NYY,L-wo,3,6,10,45-27,1,up10.5,King,Martinez,,3:45,D,44028,0.97,-1,,2022
73,"Tuesday, Jun 28",HOU,A,NYM,W,9,1,,46-27,1,up10.0,Valdez,Carrasco,,3:17,N,36673,0.96,1,,2022
74,"Wednesday, Jun 29",HOU,A,NYM,W,2,0,,47-27,1,up11.0,Verlander,Smith,Pressly,2:43,D,29230,0.93,2,,2022
75,"Thursday, Jun 30",HOU,H,NYY,W,2,1,,48-27,1,up11.5,Garcia,Severino,Pressly,2:54,N,40674,0.85,3,,2022
76,"Friday, Jul 1",HOU,H,LAA,W,8,1,,49-27,1,up12.5,Javier,Lorenzen,,2:45,N,36420,0.82,4,,2022
77,"Saturday, Jul 2",HOU,H,LAA,W,9,1,,50-27,1,up12.5,Urquidy,Sandoval,,2:51,D,35332,0.77,5,,2022
78,"Sunday, Jul 3",HOU,H,LAA,W-wo,4,2,,51-27,1,up13.5,Pressly,Tepera,,3:23,D,36048,0.75,6,,2022
79,"Monday, Jul 4",HOU,H,KCR,W-wo,7,6,,52-27,1,up13.5,Stanek,Barlow,,3:19,D,33936,0.6,7,,2022
80,"Tuesday, Jul 5",HOU,H,KCR,W,9,7,,53-27,1,up13.5,Garcia,Greinke,Montero,3:04,N,28762,0.56,8,,2022
81,"Wednesday, Jul 6",HOU,H,KCR,L,4,7,,53-28,1,up13.0,Keller,Javier,Barlow,3:29,N,26534,0.51,-1,,2022
82,"Thursday, Jul 7",HOU,H,KCR,W,5,2,,54-28,1,up13.0,Verlander,Bubic,Pressly,3:04,D,36067,0.54,1,,2022
83,"Friday, Jul 8",HOU,A,OAK,W,8,3,,55-28,1,up13.0,Urquidy,Blackburn,,2:57,N,6012,0.49,2,,2022
84,"Saturday, Jul 9",HOU,A,OAK,L,2,3,,55-29,1,up12.0,Logue,Valdez,Trivino,2:33,D,10058,0.4,-1,,2022
85,"Sunday, Jul 10",HOU,A,OAK,W,6,1,,56-29,1,up12.0,Odorizzi,Irvin,,2:39,D,10195,0.46,1,,2022
86,"Tuesday, Jul 12",HOU,A,LAA,W,6,5,,57-29,1,up12.5,Neris,Iglesias,Pressly,3:37,N,27180,0.42,2,,2022
87,"Wednesday, Jul 13",HOU,A,LAA,L,1,7,,57-30,1,up11.0,Ohtani,Javier,,3:45,N,27803,0.33,-1,,2022
88,"Thursday, Jul 14",HOU,A,LAA,W,3,2,10,58-30,1,up11.0,Pressly,Loup,,3:28,N,34496,0.41,1,,2022
89,"Friday, Jul 15",HOU,H,OAK,L,1,5,,58-31,1,up10.0,Irvin,Urquidy,,2:39,N,39434,0.38,-1,,2022
90,"Saturday, Jul 16",HOU,H,OAK,W,5,0,,59-31,1,up10.0,Verlander,Koenig,,2:35,D,39125,0.47,1,,2022
91,"Sunday, Jul 17",HOU,H,OAK,L,3,4,,59-32,1,up 9.0,Puk,Montero,Trivino,3:16,D,34534,0.41,-1,,2022
92,"Thursday, Jul 21 (1)",HOU,H,NYY,W-wo,3,2,,60-32,1,up10.0,Neris,King,,3:14,D,36225,0.53,1,,2022
93,"Thursday, Jul 21 (2)",HOU,H,NYY,W,7,5,,61-32,1,up10.0,Garcia,German,Montero,3:11,N,39342,0.49,2,,2022
94,"Friday, Jul 22",HOU,A,SEA,W,5,2,,62-32,1,up11.0,Urquidy,Gonzales,Neris,3:04,N,45290,0.57,3,,2022
95,"Saturday, Jul 23",HOU,A,SEA,W,3,1,,63-32,1,up12.0,Verlander,Gilbert,Abreu,2:46,D,43197,0.46,4,,2022
96,"Sunday, Jul 24",HOU,A,SEA,W,8,5,,64-32,1,up13.0,Valdez,Ray,Pressly,3:10,D,34827,0.35,5,,2022
97,"Monday, Jul 25",HOU,A,OAK,L,5,7,,64-33,1,up12.0,Oller,Odorizzi,Trivino,2:55,N,4105,0.19,-1,,2022
98,"Tuesday, Jul 26",HOU,A,OAK,L,3,5,,64-34,1,up11.0,Montas,Garcia,Trivino,3:04,N,5130,0.26,-2,,2022
99,"Wednesday, Jul 27",HOU,A,OAK,L,2,4,,64-35,1,up10.0,Irvin,Javier,Puk,2:27,D,9367,0.29,-3,,2022
100,"Thursday, Jul 28",HOU,H,SEA,W,4,2,,65-35,1,up11.0,Montero,Munoz,Pressly,2:51,N,29799,0.5,1,,2022
101,"Friday, Jul 29",HOU,H,SEA,W,11,1,,66-35,1,up12.0,Verlander,Ray,,3:06,N,38497,0.36,2,,2022
102,"Saturday, Jul 30",HOU,H,SEA,L,4,5,,66-36,1,up11.0,Swanson,Pressly,Sewald,3:28,N,37385,0.29,-1,,2022
103,"Sunday, Jul 31",HOU,H,SEA,W-wo,3,2,10,67-36,1,up12.0,Neris,Bernardino,,3:08,D,35773,0.35,1,,2022
104,"Monday, Aug 1",HOU,H,BOS,L,2,3,,67-37,1,up12.0,Eovaldi,Garcia,Houck,3:02,N,35185,0.23,-1,,2022
105,"Tuesday, Aug 2",HOU,H,BOS,L,1,2,,67-38,1,up11.0,Crawford,Javier,Houck,2:59,N,31229,0.25,-2,,2022
106,"Wednesday, Aug 3",HOU,H,BOS,W,6,1,,68-38,1,up11.0,Urquidy,Hill,,2:42,D,32295,0.26,1,,2022
107,"Thursday, Aug 4",HOU,A,CLE,W,6,0,,69-38,1,up11.5,Verlander,Plesac,,3:03,N,16808,0.28,2,,2022
108,"Friday, Aug 5",HOU,A,CLE,W,9,3,,70-38,1,up12.5,Valdez,Gaddis,,3:01,N,24712,0.24,3,,2022
109,"Saturday, Aug 6",HOU,A,CLE,L,1,4,,70-39,1,up12.0,Quantrill,Garcia,,2:30,N,25327,0.21,-1,,2022
110,"Sunday, Aug 7",HOU,A,CLE,L,0,1,,70-40,1,up11.0,McKenzie,Javier,Clase,2:29,D,22688,0.23,-2,,2022
111,"Tuesday, Aug 9",HOU,H,TEX,W,7,5,,71-40,1,up11.5,Urquidy,Perez,Pressly,2:49,N,30629,0.2,1,,2022
112,"Wednesday, Aug 10",HOU,H,TEX,L,4,8,10,71-41,1,up10.5,Hearn,Maton,,3:41,N,26670,0.18,-1,,2022
113,"Thursday, Aug 11",HOU,H,TEX,W,7,3,,72-41,1,up11.0,Valdez,Ragans,,2:53,D,30872,0.26,1,,2022
114,"Friday, Aug 12",HOU,H,OAK,W,7,5,,73-41,1,up11.0,Garcia,Moll,Neris,3:19,N,31230,0.2,2,,2022
115,"Saturday, Aug 13",HOU,H,OAK,W,8,0,,74-41,1,up12.0,McCullers,Logue,,2:51,N,34078,0.2,3,,2022
116,"Sunday, Aug 14",HOU,H,OAK,W,6,3,,75-41,1,up13.0,Javier,Irvin,Pressly,2:40,D,38906,0.19,4,,2022
117,"Monday, Aug 15",HOU,A,CHW,L,2,4,,75-42,1,up12.0,Cueto,Montero,Hendriks,2:33,N,18205,0.15,-1,,2022
118,"Tuesday, Aug 16",HOU,A,CHW,L,3,4,,75-43,1,up11.0,Lambert,Neris,Hendriks,3:10,N,23476,0.15,-2,,2022
119,"Wednesday, Aug 17",HOU,A,CHW,W,3,2,,76-43,1,up11.0,Valdez,Kopech,Pressly,3:06,N,24671,0.17,1,,2022
120,"Thursday, Aug 18",HOU,A,CHW,W,21,5,,77-43,1,up11.5,Garcia,Giolito,,3:53,D,24407,0.18,2,,2022
121,"Friday, Aug 19",HOU,A,ATL,L,2,6,,77-44,1,up10.5,Wright,McCullers,,3:04,N,42837,0.12,-1,,2022
122,"Saturday, Aug 20",HOU,A,ATL,L-wo,4,5,11,77-45,1,up10.5,Stephens,Stanek,,3:59,N,42893,0.17,-2,,2022
123,"Sunday, Aug 21",HOU,A,ATL,W,5,4,,78-45,1,up11.5,Urquidy,Lee,Pressly,3:11,D,42531,0.18,1,,2022
124,"Tuesday, Aug 23",HOU,H,MIN,W,4,2,,79-45,1,up11.5,Verlander,Sanchez,Abreu,3:19,N,32639,0.14,2,,2022
125,"Wednesday, Aug 24",HOU,H,MIN,W,5,3,,80-45,1,up12.5,Valdez,Bundy,,2:40,N,27070,0.13,3,,2022
126,"Thursday, Aug 25",HOU,H,MIN,W,6,3,,81-45,1,up12.5,Garcia,Archer,Montero,3:11,N,33320,0.09,4,,2022
127,"Friday, Aug 26",HOU,H,BAL,L,0,2,,81-46,1,up11.5,Bradish,Javier,Tate,2:57,N,31035,0.1,-1,,2022
128,"Saturday, Aug 27",HOU,H,BAL,L,1,3,,81-47,1,up11.5,Kremer,Urquidy,Bautista,2:55,N,34526,0.12,-2,,2022
129,"Sunday, Aug 28",HOU,H,BAL,W,3,1,,82-47,1,up11.5,Stanek,Voth,Montero,3:08,D,31559,0.14,1,,2022
130,"Tuesday, Aug 30",HOU,A,TEX,W,4,2,,83-47,1,up11.5,Valdez,Dunning,Neris,2:56,N,25566,0.1,2,,2022
131,"Wednesday, Aug 31",HOU,A,TEX,W,5,3,,84-47,1,up11.5,Javier,Perez,Montero,3:23,D,19607,0.08,3,,2022
132,"Friday, Sep 2",HOU,A,LAA,W,4,2,,85-47,1,up11.0,McCullers,Detmers,Montero,3:09,N,22464,0.07,4,,2022
133,"Saturday, Sep 3",HOU,A,LAA,L-wo,1,2,12,85-48,1,up10.0,Tepera,Smith,,4:11,N,38244,0.09,-1,,2022
134,"Sunday, Sep 4",HOU,A,LAA,W,9,1,,86-48,1,up10.0,Urquidy,Davidson,,2:43,D,28179,0.1,1,,2022
135,"Monday, Sep 5",HOU,H,TEX,W,1,0,,87-48,1,up11.0,Brown,Perez,Montero,2:37,N,35162,0.08,2,,2022
136,"Tuesday, Sep 6",HOU,H,TEX,L,3,4,,87-49,1,up10.0,Hearn,Valdez,Leclerc,3:23,N,26803,0.08,-1,,2022
137,"Wednesday, Sep 7",HOU,H,TEX,W-wo,4,3,10,88-49,1,up11.0,Neris,Hernandez,,3:37,N,26239,0.09,1,,2022
138,"Friday, Sep 9",HOU,H,LAA,W,4,3,,89-49,1,up12.0,McCullers,Wantz,Pressly,3:00,N,33509,0.06,2,,2022
139,"Saturday, Sep 10",HOU,H,LAA,L,1,6,,89-50,1,up11.0,Ohtani,Urquidy,,3:08,N,38533,0.05,-1,,2022
140,"Sunday, Sep 11",HOU,H,LAA,W,12,4,,90-50,1,up11.0,Garcia,Davidson,,3:27,D,32901,0.06,1,,2022
141,"Monday, Sep 12",HOU,A,DET,W,7,0,,91-50,1,up11.5,Valdez,Rodriguez,,2:43,N,13054,0.06,2,,2022
142,"Tuesday, Sep 13",HOU,A,DET,W,6,3,,92-50,1,up12.5,Brown,Hutchison,Pressly,2:52,N,13820,0.05,3,,2022
143,"Wednesday, Sep 14",HOU,A,DET,W,2,1,,93-50,1,up12.5,Javier,Wentz,Pressly,2:58,D,13947,0.04,4,,2022
144,"Thursday, Sep 15",HOU,H,OAK,W,5,2,,94-50,1,up13.0,Martinez,Payamps,Montero,3:14,N,26543,0.02,5,,2022
145,"Friday, Sep 16",HOU,H,OAK,W,5,0,,95-50,1,up14.0,Verlander,Martinez,,3:01,N,33850,0.03,6,,2022
146,"Saturday, Sep 17",HOU,H,OAK,L,5,8,,95-51,1,up14.0,Irvin,Urquidy,Acevedo,2:28,N,33419,0.03,-1,,2022
147,"Sunday, Sep 18",HOU,H,OAK,W,11,2,,96-51,1,up15.0,Valdez,Waldichuk,,3:09,D,30375,0.03,1,,2022
148,"Monday, Sep 19",HOU,A,TBR,W,4,0,,97-51,1,up15.0,Garcia,Rasmussen,,2:45,N,10390,0.03,2,,2022
149,"Tuesday, Sep 20",HOU,A,TBR,W,5,0,,98-51,1,up16.0,Javier,McClanahan,Pressly,3:10,N,8992,0.02,3,,2022
150,"Wednesday, Sep 21",HOU,A,TBR,W,5,2,,99-51,1,up17.0,McCullers,Raley,Pressly,2:47,N,9293,0.02,4,,2022
151,"Thursday, Sep 22",HOU,A,BAL,L,0,2,,99-52,1,up16.0,Bradish,Verlander,Bautista,2:37,N,16417,0.01,-1,,2022
152,"Friday, Sep 23",HOU,A,BAL,L,0,6,,99-53,1,up16.0,Kremer,Urquidy,,2:40,N,22833,0.02,-2,,2022
153,"Saturday, Sep 24",HOU,A,BAL,W,11,10,,100-53,1,up16.0,Montero,Bautista,Pressly,3:58,N,22546,0.02,1,,2022
154,"Sunday, Sep 25",HOU,A,BAL,W,6,3,11,101-53,1,up17.0,Neris,Akin,,4:02,D,24449,0.01,2,,2022
155,"Tuesday, Sep 27",HOU,H,ARI,W,10,2,,102-53,1,up18.0,Garcia,Davies,,3:28,N,37480,0.01,3,,2022
156,"Wednesday, Sep 28",HOU,H,ARI,L,2,5,10,102-54,1,up17.0,Moronta,Smith,Melancon,3:29,N,35670,0.01,-1,,2022
157,"Friday, Sep 30",HOU,H,TBR,L,3,7,,102-55,1,up15.5,Rasmussen,Valdez,,2:54,N,37349,0,-2,,2022
158,"Saturday, Oct 1",HOU,H,TBR,W,2,1,,103-55,1,up15.5,Javier,McClanahan,Pressly,2:44,N,37406,0,1,,2022
159,"Sunday, Oct 2",HOU,H,TBR,W,3,1,,104-55,1,up16.5,Garcia,Kluber,Montero,2:56,D,35809,0,2,,2022
160,"Monday, Oct 3",HOU,H,PHI,L,0,3,,104-56,1,up16.5,Nola,McCullers,Eflin,2:59,N,32324,0,-1,,2022
1,"Thursday, Apr 7",KCR,H,CLE,W,3,1,,1-0,1,up 0.5,Barlow,McKenzie,,2:49,D,28459,0.98,1,,2022
2,"Saturday, Apr 9",KCR,H,CLE,W-wo,1,0,10,2-0,1,up 1.0,Snider,Clase,,2:49,D,17103,1.1,2,,2022
3,"Sunday, Apr 10",KCR,H,CLE,L,3,17,,2-1,1,Tied,Quantrill,Bubic,,3:09,D,20165,1.1,-1,,2022
4,"Monday, Apr 11",KCR,H,CLE,L,7,10,,2-2,2,0.5,Allen,Brentz,,3:37,D,8971,1.06,-2,,2022
5,"Tuesday, Apr 12",KCR,A,STL,L,5,6,,2-3,3,1.5,Hicks,Lynch,Gallegos,2:36,N,40398,0.9,-3,,2022
6,"Thursday, Apr 14",KCR,H,DET,L,2,4,,2-4,4,2.0,Jimenez,Brentz,Soto,3:10,N,9595,0.93,-4,,2022
