Gm,Date,Tm,H_A,Opp,Result,R,RA,Inn,Record,Rank,GB,Win,Loss,Save,Time,D.N,Attendance,cLI,Streak,Orig_Scheduled,Year
41,"Friday, May 17",CIN,A,STL,L,1,3,,25-16,1,up 4.0,Kile,Sullivan,Isringhausen,2:51,N,36103,1.53,-1,,2002
42,"Saturday, May 18",CIN,A,STL,W,7,3,,26-16,1,up 5.0,Rijo,Morris,,2:38,D,40483,1.6,1,,2002
43,"Sunday, May 19",CIN,A,STL,L,1,10,,26-17,1,up 4.0,Stephenson,Acevedo,,3:06,D,42992,1.53,-1,,2002
44,"Monday, May 20",CIN,A,STL,L,3,7,,26-18,1,up 3.0,Williams,Haynes,,2:52,N,35560,1.59,-2,,2002
45,"Tuesday, May 21",CIN,H,FLA,W,6,1,,27-18,1,up 3.0,Reitsma,Burnett,Graves,3:00,N,16841,1.31,1,,2002
46,"Wednesday, May 22",CIN,H,FLA,W,6,2,,28-18,1,up 3.0,Dessens,Dempster,,2:40,N,20314,1.32,2,,2002
47,"Thursday, May 23",CIN,H,FLA,L,4,8,,28-19,1,up 2.0,Tavarez,Rijo,Núñez,3:18,D,23134,1.28,-1,,2002
48,"Friday, May 24",CIN,A,ATL,L,2,11,,28-20,1,up 2.0,Millwood,Hamilton,,2:47,N,29307,1.32,-2,,2002
49,"Saturday, May 25",CIN,A,ATL,W,6,4,,29-20,1,up 2.0,Haynes,Marquis,Graves,2:27,N,44026,1.33,1,,2002
50,"Sunday, May 26",CIN,A,ATL,L,5,7,,29-21,1,up 1.0,Maddux,Reitsma,,2:45,D,40142,1.36,-1,,2002
51,"Tuesday, May 28",CIN,A,FLA,W,6,5,11,30-21,1,up 0.5,Graves,Núñez,,3:39,N,7386,1.35,1,,2002
52,"Wednesday, May 29",CIN,A,FLA,W,8,2,,31-21,1,up 1.5,Hamilton,Beckett,,3:04,N,6836,1.35,2,,2002
53,"Thursday, May 30",CIN,A,FLA,W,4,1,,32-21,1,up 2.0,Haynes,Olsen,Graves,2:45,N,6140,1.36,3,,2002
54,"Friday, May 31",CIN,H,ATL,L,0,7,,32-22,1,up 2.0,Maddux,Reitsma,,2:38,N,38777,1.34,-1,,2002
55,"Saturday, Jun 1",CIN,H,ATL,L,1,7,,32-23,1,up 1.0,Glavine,Rijo,,2:12,D,27080,1.34,-2,,2002
56,"Sunday, Jun 2",CIN,H,ATL,W,5,1,,33-23,1,up 2.0,Dessens,Moss,,2:41,D,26470,1.4,1,,2002
57,"Tuesday, Jun 4",CIN,H,STL,L,5,8,,33-24,1,up 1.0,Simontacchi,Hamilton,,3:03,N,19189,1.83,-1,,2002
58,"Thursday, Jun 6",CIN,H,STL,W,3,2,,34-24,1,up 2.0,Haynes,Williams,Graves,2:44,D,23102,1.84,1,,2002
59,"Friday, Jun 7",CIN,A,ANA,L,3,4,,34-25,1,up 1.0,Sele,Reitsma,Percival,2:45,N,35341,1.35,-1,,2002
60,"Saturday, Jun 8",CIN,A,ANA,W,4,3,,35-25,1,up 1.0,White,Cook,Graves,3:25,D,29881,1.35,1,,2002
61,"Sunday, Jun 9",CIN,A,ANA,L,4,7,,35-26,1,up 1.0,Schoeneweis,Hamilton,Percival,2:58,D,35501,1.38,-1,,2002
62,"Monday, Jun 10",CIN,A,TEX,L,2,8,,35-27,1,up 1.0,Valdez,Almanzar,,2:40,N,23991,1.36,-2,,2002
63,"Tuesday, Jun 11",CIN,A,TEX,W,8,5,,36-27,1,up 1.0,Haynes,Rogers,Graves,2:40,N,22446,1.36,1,,2002
64,"Wednesday, Jun 12",CIN,A,TEX,L,4,10,,36-28,1,up 1.0,Rocker,Sullivan,,2:51,N,29891,1.39,-1,,2002
65,"Friday, Jun 14",CIN,H,PIT,W-wo,4,3,11,37-28,1,up 1.0,Williamson,Williams,,3:40,N,30820,1.62,1,,2002
66,"Saturday, Jun 15",CIN,H,PIT,W,4,3,,38-28,1,up 1.0,Sullivan,Lincoln,Graves,2:36,N,31419,1.57,2,,2002
67,"Sunday, Jun 16",CIN,H,PIT,L,1,5,,38-29,1,Tied,Anderson,Haynes,,2:30,D,29532,1.56,-1,,2002
68,"Tuesday, Jun 18",CIN,H,SEA,L,1,8,,38-30,2,1.0,Pineiro,Reitsma,,2:38,N,26654,1.41,-2,,2002
69,"Wednesday, Jun 19",CIN,H,SEA,L,0,2,,38-31,2,2.0,Garcia,Dessens,Sasaki,2:38,N,27860,1.4,-3,,2002
70,"Thursday, Jun 20",CIN,H,SEA,L,2,3,,38-32,2,2.0,Baldwin,Hamilton,Sasaki,2:52,N,27908,1.36,-4,,2002
71,"Friday, Jun 21",CIN,H,OAK,L,3,5,,38-33,2,2.0,Harang,Williamson,Koch,2:46,N,26101,1.33,-5,,2002
72,"Saturday, Jun 22",CIN,H,OAK,L,3,10,,38-34,2,2.5,Zito,Chen,,2:42,N,27243,1.29,-6,,2002
73,"Sunday, Jun 23",CIN,H,OAK,L,1,5,,38-35,2,2.5,Mulder,Reitsma,,2:47,D,23961,1.27,-7,,2002
74,"Monday, Jun 24",CIN,A,CHC,L,4,6,,38-36,2,3.0,Fassero,Williamson,Alfonseca,2:50,N,38201,1.34,-8,,2002
75,"Tuesday, Jun 25",CIN,A,CHC,W,5,2,,39-36,2,2.0,Pineda,Clement,Graves,3:12,D,29628,1.31,1,,2002
76,"Wednesday, Jun 26",CIN,A,CHC,W,8,6,,40-36,2,2.0,Haynes,Bere,Graves,3:27,D,32689,1.4,2,,2002
77,"Thursday, Jun 27",CIN,A,CHC,W,5,4,10,41-36,2,1.0,Graves,Farnsworth,,3:00,D,37129,1.38,3,,2002
78,"Friday, Jun 28",CIN,A,STL,L,2,3,,41-37,2,2.0,Simontacchi,Reitsma,Isringhausen,3:04,N,38564,2.17,-1,,2002
79,"Saturday, Jun 29",CIN,A,STL,W,4,2,,42-37,2,1.0,Dessens,Hackman,Graves,2:49,N,46272,2.12,1,,2002
80,"Sunday, Jun 30",CIN,A,STL,W,12,8,,43-37,1,Tied,Sullivan,Isringhausen,,3:31,D,39861,2.24,2,,2002
81,"Monday, Jul 1",CIN,H,HOU,W,7,5,,44-37,1,Tied,Haynes,Hernandez,Graves,3:22,N,32233,1.61,3,,2002
82,"Tuesday, Jul 2",CIN,H,HOU,L,5,6,10,44-38,2,1.0,Dotel,Graves,Wagner,3:15,N,19562,1.55,-1,,2002
83,"Wednesday, Jul 3",CIN,H,HOU,L,4,11,,44-39,2,2.0,Oswalt,Reitsma,,2:53,N,19488,1.59,-2,,2002
84,"Thursday, Jul 4",CIN,H,MIL,L,4,5,,44-40,2,3.0,Durocher,Graves,DeJean,3:07,D,16662,1.39,-3,,2002
85,"Friday, Jul 5",CIN,H,MIL,W,8,6,,45-40,2,2.0,White,Rusch,Graves,2:37,N,23369,1.29,1,,2002
86,"Saturday, Jul 6",CIN,H,MIL,W,6,4,,46-40,2,1.0,Haynes,Wright,Sullivan,3:02,N,26165,1.39,2,,2002
87,"Sunday, Jul 7",CIN,H,MIL,L,4,7,,46-41,2,2.0,De Los Santos,Hamilton,,3:03,D,19778,1.4,-1,,2002
88,"Thursday, Jul 11",CIN,A,HOU,L,3,4,,46-42,2,2.5,Oswalt,Dessens,Wagner,2:30,N,32037,1.6,-2,,2002
89,"Friday, Jul 12",CIN,A,HOU,L,3,6,,46-43,2,2.5,Miller,Dempster,Wagner,2:55,N,30154,1.6,-3,,2002
90,"Saturday, Jul 13",CIN,A,HOU,L,1,2,,46-44,2,3.5,Munro,Sullivan,Dotel,2:37,D,38431,1.6,-4,,2002
91,"Sunday, Jul 14",CIN,A,HOU,W,8,3,,47-44,2,3.5,Fernandez,Redding,Graves,3:19,D,31242,1.47,1,,2002
92,"Monday, Jul 15",CIN,A,MIL,W,2,0,,48-44,2,3.5,Reitsma,Cabrera,,2:25,N,22621,1.26,2,,2002
93,"Tuesday, Jul 16",CIN,A,MIL,W,6,1,,49-44,2,3.5,Dessens,Sheets,,3:03,N,20069,1.31,3,,2002
94,"Wednesday, Jul 17",CIN,A,PIT,L,3,6,,49-45,2,3.5,Anderson,Dempster,Williams,2:41,N,32864,1.45,-1,,2002
95,"Thursday, Jul 18",CIN,A,PIT,W,7,5,,50-45,2,3.5,Sullivan,Boehringer,Graves,3:09,N,21625,1.44,1,,2002
96,"Friday, Jul 19",CIN,H,NYM,L,2,4,,50-46,2,3.5,Astacio,Fernandez,Benitez,3:09,N,28213,1.43,-1,,2002
97,"Saturday, Jul 20",CIN,H,NYM,L,7,8,,50-47,2,3.5,Weathers,Reitsma,Benitez,3:13,N,40168,1.42,-2,,2002
98,"Sunday, Jul 21",CIN,H,NYM,W,9,1,,51-47,2,3.5,Dessens,Leiter,,2:39,D,27309,1.34,1,,2002
99,"Monday, Jul 22",CIN,H,PIT,L,5,6,,51-48,2,4.5,Anderson,Dempster,Williams,3:05,N,18398,1.47,-1,,2002
100,"Tuesday, Jul 23",CIN,H,PIT,W,7,2,,52-48,2,4.5,Haynes,Wells,,3:08,N,19884,1.34,1,,2002
101,"Wednesday, Jul 24",CIN,H,PIT,W,10,5,,53-48,2,3.5,Moehler,Beimel,,2:50,D,24910,1.35,2,,2002
102,"Friday, Jul 26",CIN,A,NYM,L-wo,2,3,,53-49,2,5.0,Guthrie,Riedling,,2:56,N,46466,1.43,-1,,2002
103,"Saturday, Jul 27",CIN,A,NYM,W,2,1,11,54-49,2,4.0,Graves,Corey,,3:55,D,46998,1.3,1,,2002
104,"Sunday, Jul 28",CIN,A,NYM,L,5,6,,54-50,2,5.0,Trachsel,Williamson,Benitez,2:47,D,37391,1.42,-1,,2002
105,"Tuesday, Jul 30",CIN,H,LAD,W,12,4,,55-50,2,5.0,Dempster,Ishii,,2:55,N,23804,1.34,1,,2002
106,"Wednesday, Jul 31",CIN,H,LAD,L,5,11,,55-51,2,5.0,Nomo,Moehler,,3:35,N,23258,1.46,-1,,2002
107,"Thursday, Aug 1",CIN,H,LAD,W-wo,6,4,13,56-51,2,4.0,Williamson,Daal,,4:38,D,27950,1.33,1,,2002
108,"Friday, Aug 2",CIN,A,SDP,L,2,5,,56-52,2,4.0,Lawrence,Fernandez,Hoffman,2:45,N,25548,1.4,-1,,2002
109,"Saturday, Aug 3",CIN,A,SDP,W,4,3,,57-52,2,3.0,Haynes,Tomko,Graves,2:46,N,39341,1.36,1,,2002
110,"Sunday, Aug 4",CIN,A,SDP,W,15,10,,58-52,2,2.0,White,Hoffman,,3:19,D,25871,1.48,2,,2002
111,"Tuesday, Aug 6",CIN,A,COL,L,6,7,,58-53,2,2.0,Stark,Moehler,Jimenez,2:51,N,32780,1.61,-1,,2002
112,"Wednesday, Aug 7",CIN,A,COL,L,2,7,,58-54,3,2.0,Jennings,Hamilton,,2:22,N,32483,1.54,-2,,2002
113,"Thursday, Aug 8",CIN,A,COL,L,3,10,,58-55,3,3.0,Hampton,Haynes,,3:11,D,30218,1.46,-3,,2002
114,"Friday, Aug 9",CIN,H,SDP,W,12,10,,59-55,2,2.0,Riedling,Tomko,,3:09,N,22708,1.29,1,,2002
115,"Saturday, Aug 10",CIN,H,SDP,W,9,0,,60-55,2,2.0,Dempster,Jones,,2:56,N,40814,1.53,2,,2002
116,"Sunday, Aug 11",CIN,H,SDP,W-wo,9,7,12,61-55,2,2.0,Rijo,Villafuerte,,4:30,D,28657,1.54,3,,2002
117,"Tuesday, Aug 13",CIN,H,ARI,L,1,6,,61-56,3,3.5,Helling,Haynes,,2:53,N,21280,1.58,-1,,2002
118,"Wednesday, Aug 14",CIN,H,ARI,L,2,7,,61-57,3,4.5,Anderson,Riedling,,2:42,N,20320,1.32,-2,,2002
119,"Thursday, Aug 15",CIN,H,ARI,L,2,7,,61-58,3,5.5,Johnson,Dempster,Myers,2:50,N,25813,1.08,-3,,2002
120,"Friday, Aug 16",CIN,H,HOU,W,9,3,,62-58,3,4.5,Moehler,Mlicki,,3:03,N,22691,1.1,1,,2002
121,"Saturday, Aug 17",CIN,H,HOU,L,1,6,,62-59,3,5.5,Oswalt,Hamilton,,2:56,N,25967,1.29,-1,,2002
122,"Sunday, Aug 18",CIN,H,HOU,W-wo,2,1,10,63-59,3,5.5,White,Stone,,2:36,D,20117,1.04,1,,2002
123,"Monday, Aug 19",CIN,H,HOU,L,5,7,,63-60,3,6.5,Miller,Fernandez,Wagner,2:48,D,16660,1.06,-1,,2002
124,"Tuesday, Aug 20",CIN,A,ARI,L,3,5,,63-61,3,6.5,Fetters,Hamilton,Kim,3:10,N,39145,0.65,-2,,2002
125,"Wednesday, Aug 21",CIN,A,ARI,L,3,11,,63-62,3,7.5,Schilling,Moehler,,2:46,N,37080,0.61,-3,,2002
126,"Thursday, Aug 22",CIN,A,ARI,L,3,6,,63-63,3,8.5,Batista,Reitsma,Kim,2:58,N,31884,0.41,-4,,2002
127,"Friday, Aug 23",CIN,A,HOU,L,4,6,,63-64,3,8.5,Munro,Estes,Wagner,3:08,N,37469,0.33,-5,,2002
128,"Saturday, Aug 24",CIN,A,HOU,W,5,3,11,64-64,3,7.5,Graves,Gordon,,3:06,D,34286,0.29,1,,2002
129,"Sunday, Aug 25",CIN,A,HOU,L,0,1,,64-65,3,7.5,Saarloos,Dempster,Borbon,2:14,D,33018,0.48,-1,,2002
130,"Tuesday, Aug 27 (1)",CIN,H,STL,W,5,4,,65-65,3,7.5,Reitsma,Simontacchi,Graves,2:59,N,NA,0.4,1,2002-06-05 (Rain),2002
131,"Tuesday, Aug 27 (2)",CIN,H,STL,L,0,5,,65-66,3,7.5,Finley,Dessens,,2:30,N,19570,0.6,-1,,2002
132,"Wednesday, Aug 28",CIN,H,STL,L,2,9,,65-67,3,8.5,Kline,Estes,,3:27,N,17544,0.38,-2,,2002
133,"Thursday, Aug 29",CIN,H,STL,W,7,0,,66-67,3,7.5,Haynes,Williams,,2:28,D,20503,0.18,1,,2002
134,"Friday, Aug 30",CIN,H,MIL,L,4,9,,66-68,3,8.5,King,Sullivan,,2:50,N,16218,0.16,-1,,2002
135,"Saturday, Aug 31",CIN,H,MIL,L,2,11,,66-69,3,10.0,Sheets,Reitsma,,2:52,N,21288,0.07,-2,,2002
136,"Sunday, Sep 1",CIN,H,MIL,L,2,4,,66-70,3,10.0,Cabrera,Dessens,DeJean,2:53,D,20194,0.02,-3,,2002
137,"Monday, Sep 2",CIN,A,STL,W,5,3,,67-70,3,9.0,Estes,Stephenson,Graves,3:02,D,37064,0.03,1,,2002
138,"Tuesday, Sep 3",CIN,A,STL,L,1,3,,67-71,3,10.0,Williams,Haynes,Veres,2:29,N,26641,0.06,-1,,2002
139,"Wednesday, Sep 4",CIN,A,STL,L,5,10,,67-72,3,11.0,Hackman,Chen,,3:12,N,25363,0.02,-2,,2002
140,"Friday, Sep 6",CIN,A,MIL,W,5,3,12,68-72,3,11.0,Graves,DeJean,Hamilton,3:48,N,24650,0,1,,2002
141,"Saturday, Sep 7",CIN,A,MIL,L,6,9,,68-73,3,12.0,Rusch,Estes,DeJean,3:01,N,20053,0,-1,,2002
142,"Sunday, Sep 8",CIN,A,MIL,W,5,4,,69-73,3,12.0,Haynes,Neugebauer,Graves,2:58,D,28388,0,1,,2002
143,"Monday, Sep 9",CIN,H,PIT,W,9,8,,70-73,3,12.0,Dempster,Torres,Williamson,3:12,N,13434,0,2,,2002
144,"Tuesday, Sep 10",CIN,H,PIT,W,3,0,,71-73,3,12.0,Reitsma,Wells,Williamson,2:55,N,13153,0,3,,2002
145,"Wednesday, Sep 11",CIN,H,PIT,L,1,4,,71-74,3,13.0,Villone,Dessens,Williams,2:44,D,14514,0,-1,,2002
146,"Thursday, Sep 12",CIN,H,CHC,W,15,12,,72-74,3,12.0,Riedling,Farnsworth,Williamson,3:55,N,16918,0,1,,2002
147,"Friday, Sep 13",CIN,H,CHC,L,6,7,,72-75,3,13.0,Wood,Reitsma,Alfonseca,2:46,N,21791,0,-1,,2002
148,"Saturday, Sep 14",CIN,H,CHC,W,3,1,,73-75,3,13.0,Dempster,Clement,Williamson,2:37,D,24292,0,1,,2002
149,"Sunday, Sep 15",CIN,H,CHC,L,0,6,,73-76,3,13.0,Zambrano,Sullivan,,2:46,D,22201,0,-1,,2002
150,"Monday, Sep 16",CIN,A,PIT,W,4,3,,74-76,3,12.5,Silva,Lincoln,Williamson,3:07,N,10752,0,1,,2002
151,"Tuesday, Sep 17",CIN,A,PIT,L,3,11,,74-77,3,13.5,Benson,Reitsma,,3:06,N,10991,0,-1,,2002
152,"Wednesday, Sep 18",CIN,A,PIT,L,2,3,,74-78,3,14.5,Lincoln,Riedling,Williams,2:38,N,11684,0,-2,,2002
153,"Thursday, Sep 19",CIN,A,PIT,W,5,4,,75-78,3,14.5,Hamilton,Williams,Williamson,2:52,N,11338,0,1,,2002
154,"Saturday, Sep 21 (1)",CIN,H,PHI,L,3,5,10,75-79,3,15.5,Adams,Williamson,Mesa,3:32,D,36940,0,-1,2002-09-20 (Rain),2002
155,"Saturday, Sep 21 (2)",CIN,H,PHI,L,4,5,11,75-80,3,15.5,Adams,Hamilton,Mesa,3:41,N,40804,0,-2,,2002
156,"Sunday, Sep 22",CIN,H,PHI,L,3,4,,75-81,3,16.5,Duckworth,Rijo,Mesa,3:00,D,40964,0,-3,,2002
157,"Tuesday, Sep 24",CIN,A,CHC,W,1,0,,76-81,3,17.0,Haynes,Wood,Williamson,2:51,N,28919,0,1,,2002
158,"Wednesday, Sep 25",CIN,A,CHC,W,8,2,,77-81,3,17.0,Dempster,Clement,,2:45,N,29658,0,2,,2002
159,"Thursday, Sep 26",CIN,A,CHC,W,1,0,,78-81,3,17.0,Graves,Zambrano,Williamson,2:29,D,20032,0,3,,2002
160,"Friday, Sep 27",CIN,A,MON,L-wo,3,4,11,78-82,3,17.0,Eischen,Riedling,,3:12,N,7750,0,-1,,2002
161,"Saturday, Sep 28",CIN,A,MON,L,0,6,,78-83,3,18.0,Kim,Moehler,,2:24,N,11376,0,-2,,2002
162,"Sunday, Sep 29",CIN,A,MON,L,2,7,,78-84,3,19.0,Drew,Haynes,,2:23,D,25178,0,-3,,2002
1,"Monday, Mar 31",CIN,H,PIT,L,1,10,,0-1,5,1.0,Benson,Haynes,,3:00,D,42343,1.04,-1,,2003
2,"Wednesday, Apr 2",CIN,H,PIT,L,4,7,,0-2,5,2.0,Torres,Manzanillo,Williams,2:35,N,22878,0.93,-2,,2003
3,"Thursday, Apr 3",CIN,H,PIT,L,5,7,,0-3,5,3.0,Fogg,Anderson,Williams,2:49,D,26096,0.89,-3,,2003
4,"Friday, Apr 4",CIN,H,CHC,W,10,9,,1-3,5,3.0,Williamson,Veres,,3:10,N,29048,0.82,1,,2003
5,"Saturday, Apr 5",CIN,H,CHC,L,7,9,,1-4,5,3.0,Zambrano,Haynes,Borowski,3:19,D,28908,0.86,-1,,2003
6,"Sunday, Apr 6",CIN,H,CHC,W,5,4,,2-4,5,3.0,White,Guthrie,Williamson,2:22,D,24023,0.81,1,,2003
7,"Tuesday, Apr 8",CIN,A,HOU,W,2,1,10,3-4,5,2.0,Dempster,Dotel,Williamson,2:31,N,18594,0.84,2,,2003
8,"Wednesday, Apr 9",CIN,A,HOU,L,3,4,,3-5,5,2.5,Lidge,Manzanillo,Wagner,2:34,N,20794,0.94,-1,,2003
9,"Thursday, Apr 10",CIN,A,HOU,L,2,4,,3-6,5,3.5,Robertson,Graves,Wagner,2:39,N,20842,0.91,-2,,2003
10,"Friday, Apr 11",CIN,H,PHI,W-wo,7,6,,4-6,5,3.5,Williamson,Mesa,,2:54,N,27738,0.73,1,,2003
11,"Saturday, Apr 12",CIN,H,PHI,L,5,8,,4-7,5,3.5,Millwood,Haynes,,3:19,D,28598,0.76,-1,,2003
12,"Sunday, Apr 13",CIN,H,PHI,L,1,13,,4-8,5,3.5,Wolf,Dempster,,2:48,D,24535,0.71,-2,,2003
13,"Monday, Apr 14",CIN,A,CHC,W,11,3,,5-8,5,2.5,Anderson,Prior,Riedling,2:52,N,37528,0.74,1,,2003
14,"Tuesday, Apr 15",CIN,A,CHC,L,1,11,,5-9,5,3.0,Estes,Graves,,2:16,D,31642,0.82,-1,,2003
15,"Wednesday, Apr 16",CIN,A,CHC,L,4,10,,5-10,5,4.0,Zambrano,Wilson,,3:29,D,27388,0.77,-2,,2003
16,"Thursday, Apr 17",CIN,A,CHC,L,3,16,,5-11,6,5.0,Wood,Haynes,Benes,2:45,D,29672,0.7,-3,,2003
17,"Saturday, Apr 19 (1)",CIN,A,MON,L-wo,7,8,10,5-12,6,7.0,Ayala,Williamson,,3:00,D,10296,0.59,-4,2003-04-18 (Rain),2003
18,"Saturday, Apr 19 (2)",CIN,A,MON,L,5,9,,5-13,6,7.0,Vazquez,Anderson,,2:33,N,13109,0.54,-5,,2003
19,"Sunday, Apr 20",CIN,A,MON,W,7,5,,6-13,6,6.0,Sullivan,Ayala,Williamson,2:52,D,11619,0.48,1,,2003
20,"Tuesday, Apr 22",CIN,H,LAD,L,1,2,,6-14,6,7.0,Shuey,Wilson,Gagne,2:59,N,19029,0.56,-1,,2003
21,"Wednesday, Apr 23",CIN,H,LAD,W,3,0,,7-14,6,6.0,Reitsma,Dreifort,Williamson,2:31,N,21402,0.46,1,,2003
22,"Thursday, Apr 24",CIN,H,LAD,W-wo,3,2,11,8-14,5,5.0,Heredia,Mota,,3:22,N,24333,0.55,2,,2003
23,"Friday, Apr 25",CIN,H,SDP,L,3,7,,8-15,6,6.0,Peavy,Austin,,2:37,N,22453,0.62,-1,,2003
24,"Saturday, Apr 26",CIN,H,SDP,W-wo,7,6,10,9-15,5,5.0,Heredia,Wright,,3:44,D,23521,0.53,1,,2003
25,"Sunday, Apr 27",CIN,H,SDP,W,7,5,,10-15,5,4.0,Wilson,Lawrence,Williamson,2:58,D,25466,0.64,2,,2003
26,"Tuesday, Apr 29",CIN,A,COL,L,5,10,,10-16,5,5.0,Jennings,Reitsma,,2:43,N,26206,0.69,-1,,2003
27,"Wednesday, Apr 30",CIN,A,COL,W,13,11,,11-16,5,4.0,Sullivan,Miceli,Williamson,3:30,N,26436,0.63,1,,2003
28,"Thursday, May 1",CIN,A,COL,W,7,2,,12-16,4,4.0,Austin,Cruz,,2:41,D,28788,0.71,2,,2003
29,"Friday, May 2",CIN,A,SFG,W,5,1,,13-16,4,4.0,Graves,Ainsworth,,2:55,N,35486,0.74,3,,2003
30,"Saturday, May 3",CIN,A,SFG,L,6,9,,13-17,5,4.0,Foppert,Wilson,Worrell,2:40,D,40077,0.8,-1,,2003
31,"Sunday, May 4",CIN,A,SFG,L,1,6,,13-18,5,5.0,Rueter,Dempster,,2:28,D,41163,0.75,-2,,2003
32,"Monday, May 5",CIN,H,STL,W-wo,5,4,,14-18,5,4.0,Williamson,Hermanson,,2:44,N,20145,0.75,1,,2003
33,"Tuesday, May 6",CIN,H,STL,W-wo,6,5,,15-18,4,3.0,Reitsma,Calero,,2:49,N,25917,0.85,2,,2003
34,"Wednesday, May 7",CIN,H,STL,W,4,2,,16-18,4,3.0,Graves,Simontacchi,Williamson,2:35,N,20849,0.91,3,,2003
35,"Thursday, May 8",CIN,H,STL,W,8,6,,17-18,4,2.5,Sullivan,Crudale,Williamson,2:49,D,30567,0.94,4,,2003
36,"Friday, May 9",CIN,H,MIL,W-wo,7,6,10,18-18,4,1.5,Reith,Vizcaino,,2:54,N,26320,0.94,5,,2003
37,"Saturday, May 10",CIN,H,MIL,L,3,9,,18-19,4,2.5,Sheets,Riedling,,3:30,N,32554,0.99,-1,,2003
38,"Sunday, May 11",CIN,H,MIL,W,7,5,,19-19,4,2.0,Austin,Franklin,Williamson,2:35,D,24804,0.95,1,,2003
39,"Tuesday, May 13",CIN,A,STL,W,7,2,,20-19,3,2.5,Wilson,Simontacchi,,2:43,N,34276,1.11,2,,2003
40,"Wednesday, May 14",CIN,A,STL,W,4,0,,21-19,2,2.5,Graves,Morris,,2:06,N,31731,1.1,3,,2003
41,"Thursday, May 15",CIN,A,STL,L,3,6,,21-20,3,3.5,Stephenson,Riedling,Eldred,2:36,D,37904,1.22,-1,,2003
42,"Friday, May 16",CIN,A,MIL,L,3,12,,21-21,4,3.5,Franklin,Dempster,,2:51,N,13376,1,-2,,2003
43,"Saturday, May 17",CIN,A,MIL,L-wo,6,8,,21-22,4,4.5,DeJean,Williamson,,3:07,D,16482,0.93,-3,,2003
44,"Sunday, May 18",CIN,A,MIL,W,6,3,10,22-22,4,3.5,Sullivan,DeJean,Williamson,2:48,D,14703,0.83,1,,2003
45,"Tuesday, May 20",CIN,H,ATL,W,9,8,,23-22,3,2.5,Sullivan,Hernandez,Williamson,2:47,N,24076,1,2,,2003
46,"Wednesday, May 21",CIN,H,ATL,W,9,3,,24-22,2,1.5,Reitsma,Hampton,,3:06,N,33355,1.05,3,,2003
47,"Thursday, May 22",CIN,H,ATL,L,4,9,,24-23,3,2.5,Reynolds,Dempster,,2:40,N,28962,1.1,-1,,2003
48,"Friday, May 23",CIN,H,FLA,L,4,8,,24-24,4,2.5,Phelps,Austin,,2:38,N,30596,0.97,-2,,2003
49,"Saturday, May 24",CIN,H,FLA,L,4,5,,24-25,4,3.5,Penny,Wilson,Looper,2:54,N,41285,0.89,-3,,2003
50,"Sunday, May 25",CIN,H,FLA,L,2,6,,24-26,4,4.5,Willis,Graves,Looper,2:31,D,35073,0.83,-4,,2003
51,"Monday, May 26",CIN,A,ATL,W,7,6,11,25-26,4,3.5,White,Hernandez,,4:17,D,33455,0.78,1,,2003
52,"Tuesday, May 27",CIN,A,ATL,L-wo,2,3,10,25-27,4,3.5,Hodges,Reitsma,,3:10,N,23041,0.9,-1,,2003
53,"Wednesday, May 28",CIN,A,ATL,L,3,15,,25-28,4,4.5,Ortiz,Austin,Bong,2:39,N,25713,0.82,-2,,2003
54,"Friday, May 30",CIN,A,FLA,W,4,3,11,26-28,4,3.5,White,Almanza,Williamson,3:00,N,17385,0.75,1,,2003
55,"Saturday, May 31",CIN,A,FLA,L,2,3,,26-29,4,4.5,Willis,Graves,Looper,2:22,N,16190,0.83,-1,,2003
56,"Sunday, Jun 1",CIN,A,FLA,W,9,6,,27-29,4,3.5,Sullivan,Pavano,Williamson,3:11,D,12236,0.76,1,,2003
57,"Tuesday, Jun 3",CIN,H,NYY,W-wo,4,3,,28-29,4,3.5,Reitsma,Osuna,,2:42,N,41827,0.8,2,,2003
58,"Wednesday, Jun 4",CIN,H,NYY,W,6,2,,29-29,4,2.5,Wilson,Mussina,,2:34,N,42082,0.85,3,,2003
59,"Thursday, Jun 5",CIN,H,NYY,L,2,10,,29-30,4,3.5,Contreras,Graves,,3:18,N,42282,0.92,-1,,2003
60,"Friday, Jun 6",CIN,H,TOR,L,2,9,,29-31,4,4.5,Halladay,Riedling,,2:58,N,28281,0.81,-2,,2003
61,"Saturday, Jun 7",CIN,H,TOR,W-wo,9,8,,30-31,4,4.5,Reitsma,Politte,,3:26,N,30158,0.7,1,,2003
62,"Sunday, Jun 8",CIN,H,TOR,L,0,5,,30-32,4,5.5,Escobar,Haynes,,2:22,D,25633,0.77,-1,,2003
63,"Tuesday, Jun 10",CIN,A,TBD,W,4,2,,31-32,4,4.5,Wilson,Standridge,Williamson,3:16,N,12294,0.68,1,,2003
64,"Wednesday, Jun 11",CIN,A,TBD,W,7,6,,32-32,4,4.5,Reitsma,Colome,Williamson,2:54,N,10105,0.71,2,,2003
65,"Thursday, Jun 12",CIN,A,TBD,W,2,1,,33-32,4,3.5,Dempster,Gonzalez,Williamson,2:33,N,10379,0.76,3,,2003
66,"Friday, Jun 13",CIN,H,PHI,W,15,1,,34-32,4,2.5,Haynes,Millwood,,2:43,N,30144,0.86,4,,2003
67,"Saturday, Jun 14",CIN,H,PHI,L,2,12,,34-33,4,3.5,Wolf,Graves,,2:40,N,35398,1,-1,,2003
