Gm,Date,Tm,H_A,Opp,Result,R,RA,Inn,Record,Rank,GB,Win,Loss,Save,Time,D.N,Attendance,cLI,Streak,Orig_Scheduled,Year
73,"Friday, Jun 26",ATL,H,BOS,L,1,4,,34-39,4,4.0,Beckett,Jurrjens,,2:46,N,48418,0.73,-3,,2009
74,"Saturday, Jun 27",ATL,H,BOS,L,0,1,,34-40,4,5.0,Wakefield,Vazquez,Papelbon,2:46,D,48151,0.76,-4,,2009
75,"Sunday, Jun 28",ATL,H,BOS,W,2,1,,35-40,4,5.0,Hanson,Penny,Gonzalez,3:01,D,41463,0.64,1,,2009
76,"Tuesday, Jun 30",ATL,H,PHI,W-wo,5,4,10,36-40,4,4.0,Moylan,Park,,3:14,N,31818,0.96,2,,2009
77,"Wednesday, Jul 1",ATL,H,PHI,W,11,1,,37-40,4,3.0,Jurrjens,Hamels,,2:32,N,25212,1.1,3,,2009
78,"Thursday, Jul 2",ATL,H,PHI,W,5,2,,38-40,4,2.0,Gonzalez,Madson,Soriano,3:08,N,38254,1.16,4,,2009
79,"Friday, Jul 3",ATL,A,WSN,W,9,8,,39-40,3,2.0,Logan,Colome,Soriano,3:28,N,33982,0.96,5,,2009
80,"Saturday, Jul 4",ATL,A,WSN,L,3,5,,39-41,3,3.0,Lannan,Gonzalez,MacDougal,2:34,D,23708,1.05,-1,,2009
81,"Sunday, Jul 5",ATL,A,WSN,L,3,5,,39-42,3,4.0,Olsen,Lowe,MacDougal,2:39,D,22677,0.96,-2,,2009
82,"Monday, Jul 6",ATL,A,CHC,L,2,4,,39-43,4,5.0,Wells,Jurrjens,Gregg,2:30,N,40042,0.9,-3,,2009
83,"Tuesday, Jul 7",ATL,A,CHC,W,2,1,,40-43,3,4.0,Vazquez,Zambrano,Soriano,2:44,N,40359,0.81,1,,2009
84,"Wednesday, Jul 8",ATL,A,CHC,W,4,1,,41-43,3,4.0,Kawakami,Hart,Soriano,2:50,D,40531,0.99,2,,2009
85,"Thursday, Jul 9",ATL,A,COL,L,6,7,,41-44,3,5.0,Rincon,Gonzalez,Street,3:11,N,30392,1.02,-1,,2009
86,"Friday, Jul 10",ATL,A,COL,W,4,1,,42-44,3,5.0,Lowe,Jimenez,Soriano,2:40,N,35238,0.92,1,,2009
87,"Saturday, Jul 11",ATL,A,COL,W,4,3,,43-44,3,5.0,Jurrjens,Marquis,Soriano,2:51,N,38065,0.97,2,,2009
88,"Sunday, Jul 12",ATL,A,COL,L-wo,7,8,,43-45,3,6.0,Street,Asencio,,3:15,D,33825,1.05,-1,,2009
89,"Thursday, Jul 16",ATL,H,NYM,W,5,3,,44-45,3,6.0,Acosta,Feliciano,Soriano,2:57,N,32736,0.91,1,,2009
90,"Friday, Jul 17",ATL,H,NYM,W,11,0,,45-45,2,6.0,Jurrjens,Pelfrey,,2:38,N,50704,0.99,2,,2009
91,"Saturday, Jul 18",ATL,H,NYM,L,1,5,,45-46,3,6.5,Santana,Kawakami,,3:22,D,51175,1.08,-1,,2009
92,"Sunday, Jul 19",ATL,H,NYM,W,7,1,,46-46,2,6.5,Vazquez,Redding,,2:47,N,34293,0.93,1,,2009
93,"Monday, Jul 20",ATL,H,SFG,W,11,3,,47-46,2,6.5,Hanson,Romo,,2:50,N,21988,1.03,2,,2009
94,"Tuesday, Jul 21",ATL,H,SFG,W,8,1,,48-46,2,6.5,Lowe,Sadowski,,2:41,N,25135,1.05,3,,2009
95,"Wednesday, Jul 22",ATL,H,SFG,W,4,2,,49-46,2,5.5,Jurrjens,Lincecum,Soriano,2:28,N,34672,1.19,4,,2009
96,"Thursday, Jul 23",ATL,H,SFG,L,1,5,,49-47,2,6.5,Zito,Gonzalez,,2:58,D,31727,1.28,-1,,2009
97,"Friday, Jul 24",ATL,A,MIL,W,9,4,,50-47,2,5.5,Vazquez,Villanueva,,3:25,N,41941,1,1,,2009
98,"Saturday, Jul 25",ATL,A,MIL,L,0,4,,50-48,2,6.5,Gallardo,Hanson,,2:56,N,43565,1.18,-1,,2009
99,"Sunday, Jul 26",ATL,A,MIL,W,10,2,,51-48,2,6.5,Lowe,Looper,,2:47,D,43471,0.99,1,,2009
100,"Tuesday, Jul 28",ATL,A,FLA,L-wo,3,4,,51-49,3,8.0,Oviedo,Soriano,,2:48,N,13128,1.25,-1,,2009
101,"Wednesday, Jul 29",ATL,A,FLA,L,3,6,,51-50,3,8.0,Johnson,Kawakami,Oviedo,2:48,N,13518,1.07,-2,,2009
102,"Thursday, Jul 30",ATL,A,FLA,W,6,3,10,52-50,3,7.0,Moylan,Ayala,Soriano,3:16,N,14226,1.02,1,,2009
103,"Friday, Jul 31",ATL,H,LAD,L,0,5,,52-51,3,8.0,Schmidt,Hanson,,2:53,N,45225,1,-1,,2009
104,"Saturday, Aug 1",ATL,H,LAD,W,4,3,,53-51,3,7.0,Lowe,Wolf,Soriano,2:41,D,49843,0.81,1,,2009
105,"Sunday, Aug 2",ATL,H,LAD,L,1,9,,53-52,3,7.0,Billingsley,Jurrjens,,3:22,N,37654,0.92,-1,,2009
106,"Monday, Aug 3",ATL,A,SDP,L,2,4,,53-53,3,7.5,Latos,Kawakami,Bell,2:33,N,20423,0.79,-2,,2009
107,"Tuesday, Aug 4",ATL,A,SDP,W,9,2,,54-53,3,6.5,Vazquez,Stauffer,,2:52,N,17916,0.66,1,,2009
108,"Wednesday, Aug 5",ATL,A,SDP,W,6,2,,55-53,3,6.5,Hanson,Gaudin,,2:52,D,21816,0.81,2,,2009
109,"Thursday, Aug 6",ATL,A,LAD,L-wo,4,5,,55-54,3,7.5,Elbert,Soriano,,3:13,N,46399,0.94,-1,,2009
110,"Friday, Aug 7",ATL,A,LAD,W,9,5,12,56-54,3,6.5,Moylan,Troncoso,,4:20,N,53184,0.77,1,,2009
111,"Saturday, Aug 8",ATL,A,LAD,W,2,1,10,57-54,3,5.5,Medlen,Mota,Soriano,3:31,N,53338,1,2,,2009
112,"Sunday, Aug 9",ATL,A,LAD,W,8,2,,58-54,3,4.5,Vazquez,Stults,,2:53,D,45438,1.16,3,,2009
113,"Tuesday, Aug 11",ATL,H,WSN,W,8,1,,59-54,3,4.5,Hanson,Lannan,,3:01,N,19273,1.31,4,,2009
114,"Wednesday, Aug 12",ATL,H,WSN,W,6,2,,60-54,2,4.5,Lowe,Sosa,,2:34,N,17886,1.34,5,,2009
115,"Friday, Aug 14",ATL,H,PHI,L,2,3,,60-55,3,6.0,Madson,Soriano,Lidge,2:21,N,37639,1.81,-1,,2009
116,"Saturday, Aug 15",ATL,H,PHI,W-wo,4,3,,61-55,3,5.0,Moylan,Lidge,,2:54,D,44043,1.52,1,,2009
117,"Sunday, Aug 16",ATL,H,PHI,L,1,4,,61-56,3,6.0,Happ,Vazquez,Lidge,2:45,N,25215,1.79,-1,,2009
118,"Monday, Aug 17",ATL,H,ARI,W,9,4,,62-56,3,5.5,Hanson,Scherzer,,2:45,D,23668,1.13,1,2009-05-17 (Rain),2009
119,"Tuesday, Aug 18",ATL,A,NYM,L,4,9,,62-57,3,6.5,Perez,Lowe,,2:52,N,38613,1.33,-1,,2009
120,"Wednesday, Aug 19",ATL,A,NYM,W,15,2,,63-57,3,6.5,Jurrjens,Parnell,,2:54,N,38602,1.02,1,,2009
121,"Thursday, Aug 20",ATL,A,NYM,W,3,2,,64-57,2,6.5,Kawakami,Santana,Soriano,2:41,N,39105,1.1,2,,2009
122,"Friday, Aug 21",ATL,H,FLA,L,3,5,,64-58,3,6.5,Sanchez,Vazquez,Oviedo,2:48,N,22608,1.32,-1,,2009
123,"Saturday, Aug 22",ATL,H,FLA,W,4,3,,65-58,2,6.5,Hanson,Volstad,Soriano,2:47,N,35200,1.19,1,,2009
124,"Sunday, Aug 23",ATL,H,FLA,W,7,5,,66-58,2,6.5,Moylan,Calero,Soriano,3:04,D,30478,1.28,2,,2009
125,"Tuesday, Aug 25",ATL,H,SDP,L,1,2,12,66-59,2,7.0,Thatcher,Medlen,Mujica,3:43,N,15389,1.13,-1,,2009
126,"Wednesday, Aug 26",ATL,H,SDP,L,5,12,,66-60,3,8.0,Stauffer,Kawakami,,3:23,N,15619,0.97,-2,,2009
127,"Thursday, Aug 27",ATL,H,SDP,W,9,1,,67-60,2,7.0,Vazquez,Richard,,2:50,N,18651,0.7,1,,2009
128,"Friday, Aug 28",ATL,A,PHI,L,2,4,,67-61,2,8.0,Moyer,Hanson,Lidge,2:24,N,44747,1.26,-1,,2009
129,"Saturday, Aug 29",ATL,A,PHI,W,9,1,8,68-61,2,7.0,Lowe,Lee,,2:46,N,45134,1.04,1,,2009
130,"Sunday, Aug 30",ATL,A,PHI,L,2,3,,68-62,2,8.0,Blanton,Jurrjens,Lidge,2:27,N,44828,1.39,-1,,2009
131,"Monday, Aug 31",ATL,A,FLA,W,5,2,,69-62,2,7.5,Kawakami,Johnson,,2:38,N,12244,0.91,1,,2009
132,"Tuesday, Sep 1",ATL,A,FLA,W,4,3,,70-62,2,7.5,Hudson,Sanchez,Soriano,3:02,N,14024,1.17,2,,2009
133,"Wednesday, Sep 2",ATL,A,FLA,L-wo,7,8,,70-63,2,7.5,Oviedo,Gonzalez,,3:40,N,14723,1.29,-1,,2009
134,"Thursday, Sep 3",ATL,A,FLA,L,3,8,,70-64,2,8.5,Nolasco,Medlen,,3:13,N,13711,1.01,-2,,2009
135,"Friday, Sep 4",ATL,H,CIN,L,1,3,,70-65,3,8.5,Arroyo,Lowe,Cordero,2:25,N,24219,0.86,-3,,2009
136,"Saturday, Sep 5",ATL,H,CIN,L,1,3,,70-66,3,8.5,Wells,Jurrjens,Cordero,2:40,N,29078,0.55,-4,,2009
137,"Sunday, Sep 6",ATL,H,CIN,L,2,4,12,70-67,3,8.5,Owings,Kawakami,Cordero,3:39,D,32397,0.32,-5,,2009
138,"Tuesday, Sep 8",ATL,A,HOU,W,2,1,,71-67,3,8.0,Vazquez,Paulino,Soriano,2:33,N,26081,0.24,1,,2009
139,"Wednesday, Sep 9",ATL,A,HOU,L-wo,1,2,,71-68,3,9.0,Valverde,Soriano,,2:13,N,22392,0.28,-1,,2009
140,"Thursday, Sep 10",ATL,A,HOU,W,9,7,,72-68,3,8.0,Lowe,Oswalt,Gonzalez,3:11,N,26552,0.12,1,,2009
141,"Friday, Sep 11",ATL,A,STL,W,1,0,,73-68,3,8.0,Jurrjens,Pineiro,Soriano,2:34,N,43984,0.18,2,,2009
142,"Saturday, Sep 12",ATL,A,STL,W,7,6,,74-68,3,7.0,Gonzalez,Franklin,Soriano,3:13,D,43869,0.2,3,,2009
143,"Sunday, Sep 13",ATL,A,STL,W,9,2,,75-68,3,7.5,Vazquez,Carpenter,,2:08,D,41179,0.34,4,,2009
144,"Tuesday, Sep 15",ATL,H,NYM,W,6,0,,76-68,3,7.5,Hanson,Misch,,2:27,N,25094,0.45,5,,2009
145,"Wednesday, Sep 16",ATL,H,NYM,W-wo,6,5,,77-68,3,7.5,O'Flaherty,Rodriguez,,3:32,N,17988,0.56,6,,2009
146,"Thursday, Sep 17",ATL,H,NYM,W,7,3,,78-68,2,7.5,Jurrjens,Figueroa,,2:22,N,20192,0.6,7,,2009
147,"Friday, Sep 18",ATL,H,PHI,L,4,9,,78-69,3,8.5,Kendrick,Hudson,,2:57,N,27241,0.78,-1,,2009
148,"Saturday, Sep 19",ATL,H,PHI,W,6,4,,79-69,3,7.5,Vazquez,Martinez,,2:43,N,35818,0.53,1,,2009
149,"Sunday, Sep 20",ATL,H,PHI,L,2,4,,79-70,3,8.5,Walker,Hanson,Lidge,2:46,D,29452,0.56,-1,,2009
150,"Monday, Sep 21",ATL,A,NYM,W,11,3,,80-70,2,8.0,Lowe,Misch,Kawakami,2:32,N,37706,0.2,1,,2009
151,"Tuesday, Sep 22",ATL,A,NYM,W,3,1,,81-70,2,7.5,Jurrjens,Figueroa,Soriano,2:46,N,37823,0.32,2,,2009
152,"Wednesday, Sep 23",ATL,A,NYM,W,5,2,,82-70,2,6.5,Hudson,Pelfrey,Soriano,3:18,N,38266,0.31,3,,2009
153,"Friday, Sep 25",ATL,A,WSN,W,4,1,,83-70,2,6.0,Vazquez,Lannan,,2:27,N,28276,1.03,4,,2009
154,"Saturday, Sep 26",ATL,A,WSN,W,11,5,,84-70,2,5.0,Hanson,Mock,,2:48,D,29058,1.03,5,,2009
155,"Sunday, Sep 27",ATL,A,WSN,W,6,3,10,85-70,2,5.0,Gonzalez,MacDougal,Soriano,2:55,D,27840,2.15,6,,2009
156,"Monday, Sep 28",ATL,H,FLA,W,4,0,,86-70,2,4.0,Jurrjens,Sanchez,,2:37,N,25046,2.03,7,,2009
157,"Tuesday, Sep 29",ATL,H,FLA,L,4,5,,86-71,2,5.0,Pinto,Kawakami,Oviedo,3:20,N,28669,2.76,-1,,2009
158,"Wednesday, Sep 30",ATL,H,FLA,L,4,5,,86-72,2,6.0,Nolasco,Vazquez,Donnelly,3:00,N,31513,1.09,-2,,2009
159,"Thursday, Oct 1",ATL,H,WSN,L,1,2,,86-73,2,6.0,Clippard,Soriano,MacDougal,2:47,N,38237,0.11,-3,,2009
160,"Friday, Oct 2",ATL,H,WSN,L,3,6,,86-74,2,6.0,Hernández,Lowe,MacDougal,2:56,N,33124,0,-4,,2009
161,"Saturday, Oct 3",ATL,H,WSN,L,4,6,11,86-75,3,6.0,Segovia,Acosta,Kensing,3:16,D,28278,0,-5,,2009
162,"Sunday, Oct 4",ATL,H,WSN,L,1,2,15,86-76,3,7.0,Kensing,Logan,,4:18,D,36307,0,-6,,2009
1,"Monday, Apr 5",ATL,H,CHC,W,16,5,,1-0,1,Tied,Lowe,Zambrano,,2:45,D,53081,0.96,1,,2010
2,"Wednesday, Apr 7",ATL,H,CHC,W,3,2,,2-0,1,Tied,Moylan,Grabow,Wagner,2:41,N,36170,1,2,,2010
3,"Thursday, Apr 8",ATL,H,CHC,L,0,2,,2-1,1,Tied,Wells,Hanson,Marmol,2:45,N,27443,1.03,-1,,2010
4,"Friday, Apr 9",ATL,A,SFG,L-wo,4,5,13,2-2,2,1.0,Affeldt,Medlen,,4:01,D,42940,1,-2,,2010
5,"Saturday, Apr 10",ATL,A,SFG,W,7,2,,3-2,2,1.0,Lowe,Wellemeyer,,3:06,N,42985,1,1,,2010
6,"Sunday, Apr 11",ATL,A,SFG,L,3,6,,3-3,3,2.0,Lincecum,Kawakami,Affeldt,2:20,N,38062,1.03,-1,,2010
7,"Monday, Apr 12",ATL,A,SDP,L,2,17,,3-4,3,3.0,Correia,Jurrjens,,3:06,D,42843,0.95,-2,,2010
8,"Wednesday, Apr 14",ATL,A,SDP,W,6,1,,4-4,3,3.0,Hanson,Richard,,2:59,N,24969,0.93,1,,2010
9,"Thursday, Apr 15",ATL,A,SDP,W,6,2,,5-4,3,2.0,Hudson,Latos,,3:01,D,16356,0.95,2,,2010
10,"Friday, Apr 16",ATL,H,COL,W,9,5,,6-4,2,2.0,Lowe,Hammel,,3:17,N,27692,0.99,3,,2010
11,"Saturday, Apr 17",ATL,H,COL,L,0,4,,6-5,3,2.0,Jimenez,Kawakami,,2:31,N,32602,1.09,-1,,2010
12,"Sunday, Apr 18",ATL,H,COL,W-wo,4,3,,7-5,3,1.0,O'Flaherty,Morales,,3:13,D,26546,0.98,1,,2010
13,"Tuesday, Apr 20",ATL,H,PHI,W-wo,4,3,10,8-5,1,Tied,Wagner,Contreras,,3:12,N,18032,1.22,2,,2010
14,"Wednesday, Apr 21",ATL,H,PHI,L,0,2,,8-6,2,1.0,Halladay,Hudson,,2:28,N,21171,1.32,-1,,2010
15,"Thursday, Apr 22",ATL,H,PHI,L,3,8,,8-7,3,2.0,Moyer,Lowe,,3:17,N,22476,1.23,-2,,2010
16,"Friday, Apr 23",ATL,A,NYM,L,2,5,,8-8,4,2.0,Takahashi,Kawakami,Rodriguez,3:02,N,32265,1.09,-3,,2010
17,"Saturday, Apr 24",ATL,A,NYM,L,1,3,,8-9,5,3.0,Acosta,Jurrjens,Rodriguez,2:45,D,36547,1.04,-4,,2010
18,"Sunday, Apr 25",ATL,A,NYM,L,0,1,5,8-10,5,3.0,Pelfrey,Hanson,,1:58,N,27623,0.95,-5,,2010
19,"Monday, Apr 26",ATL,A,STL,L,3,4,,8-11,5,3.0,Reyes,Saito,Franklin,2:57,N,35257,0.92,-6,,2010
20,"Tuesday, Apr 27",ATL,A,STL,L,4,5,,8-12,5,3.5,Carpenter,Lowe,Motte,2:52,N,35587,0.82,-7,,2010
21,"Wednesday, Apr 28",ATL,A,STL,L,0,6,,8-13,5,4.5,Garcia,Kawakami,,2:35,N,35693,0.78,-8,,2010
22,"Thursday, Apr 29",ATL,A,STL,L,4,10,,8-14,5,5.0,Wainwright,Jurrjens,,2:33,D,39561,0.68,-9,,2010
23,"Friday, Apr 30",ATL,H,HOU,W,4,2,,9-14,5,5.0,Hanson,Myers,Wagner,2:20,N,30082,0.62,1,,2010
24,"Saturday, May 1",ATL,H,HOU,W,10,1,,10-14,5,4.0,Hudson,Rodriguez,,2:52,D,27035,0.66,2,,2010
25,"Sunday, May 2",ATL,H,HOU,W,7,1,,11-14,5,3.5,Lowe,Norris,,2:48,D,25665,0.73,3,,2010
26,"Tuesday, May 4",ATL,A,WSN,L,3,6,,11-15,5,4.0,Hernández,Kawakami,Capps,3:06,N,17098,0.9,-1,,2010
27,"Wednesday, May 5",ATL,A,WSN,W,7,6,10,12-15,5,4.0,Medlen,Capps,Wagner,3:21,N,15616,0.83,1,,2010
28,"Thursday, May 6",ATL,A,WSN,L-wo,2,3,,12-16,5,5.0,Clippard,O'Flaherty,,2:34,N,17131,0.94,-1,,2010
29,"Friday, May 7",ATL,A,PHI,L,0,7,,12-17,5,6.0,Moyer,Lowe,,2:17,N,45349,0.85,-2,,2010
30,"Saturday, May 8",ATL,A,PHI,W,4,1,,13-17,5,5.0,O'Flaherty,Blanton,Wagner,3:11,D,45395,0.78,1,,2010
31,"Sunday, May 9",ATL,A,PHI,L,3,5,,13-18,5,6.0,Hamels,Kawakami,Lidge,2:36,D,45193,0.88,-1,,2010
32,"Monday, May 10",ATL,A,MIL,W,8,2,,14-18,5,6.0,Hanson,Davis,,2:51,N,24365,0.68,1,,2010
33,"Tuesday, May 11",ATL,A,MIL,W,11,3,,15-18,5,5.5,Hudson,Bush,,3:31,N,30678,0.78,2,,2010
34,"Wednesday, May 12",ATL,A,MIL,W,9,2,,16-18,4,4.5,Lowe,Parra,,3:09,D,30175,0.82,3,,2010
35,"Friday, May 14",ATL,H,ARI,W-wo,6,5,,17-18,5,4.5,Wagner,Qualls,,3:24,N,30657,0.91,4,,2010
36,"Saturday, May 15",ATL,H,ARI,L,1,11,,17-19,5,5.5,Lopez,Hanson,,2:54,N,32718,0.95,-1,,2010
37,"Sunday, May 16",ATL,H,ARI,W,13,1,,18-19,4,5.5,Hudson,Haren,,3:02,D,31758,0.85,1,,2010
38,"Monday, May 17",ATL,H,NYM,L,2,3,,18-20,5,6.5,Pelfrey,Lowe,Rodriguez,2:47,N,21086,1,-1,,2010
39,"Tuesday, May 18",ATL,H,NYM,W-wo,3,2,,19-20,4,5.5,Wagner,Feliciano,,2:46,N,27119,0.85,1,,2010
40,"Wednesday, May 19",ATL,H,CIN,W-wo,5,4,,20-20,4,4.5,Wagner,Masset,,2:54,N,25347,0.91,2,,2010
41,"Thursday, May 20",ATL,H,CIN,W-wo,10,9,,21-20,3,4.5,Kimbrel,Cordero,,2:59,D,21621,1.02,3,,2010
42,"Friday, May 21",ATL,A,PIT,W,7,0,,22-20,2,4.5,Hudson,Ohlendorf,,2:36,N,22470,1.03,4,,2010
43,"Saturday, May 22",ATL,A,PIT,W,4,2,,23-20,2,3.5,Lowe,Morton,Wagner,3:31,N,26519,1.12,5,,2010
44,"Sunday, May 23",ATL,A,PIT,L-wo,2,3,10,23-21,2,3.5,Dotel,Saito,,3:08,D,23045,1.17,-1,,2010
45,"Tuesday, May 25",ATL,A,FLA,L,4,6,,23-22,3,3.5,Sanchez,Kawakami,,2:55,N,11434,1.23,-2,,2010
46,"Wednesday, May 26",ATL,A,FLA,W,7,3,,24-22,2,2.5,Hanson,Badenhop,,2:55,N,15238,1.19,1,,2010
47,"Thursday, May 27",ATL,A,FLA,W,8,3,,25-22,2,1.5,Moylan,Nolasco,,3:31,N,11381,1.3,2,,2010
48,"Friday, May 28",ATL,H,PIT,W,7,3,,26-22,2,1.5,Lowe,Duke,,2:26,N,23442,1.21,3,,2010
49,"Saturday, May 29",ATL,H,PIT,W,6,3,,27-22,2,1.5,Medlen,Burres,Wagner,2:50,N,29134,1.28,4,,2010
50,"Sunday, May 30",ATL,H,PIT,W,5,2,,28-22,2,0.5,Saito,Hanrahan,Wagner,2:54,D,31078,1.32,5,,2010
51,"Monday, May 31",ATL,H,PHI,W,9,3,,29-22,1,up 0.5,Hanson,Blanton,,2:59,D,42543,1.66,6,,2010
52,"Tuesday, Jun 1",ATL,H,PHI,W,7,3,,30-22,1,up 1.5,Hudson,Hamels,Wagner,3:18,N,29731,1.7,7,,2010
53,"Wednesday, Jun 2",ATL,H,PHI,W,2,1,,31-22,1,up 2.5,Lowe,Contreras,Wagner,2:28,D,26309,1.67,8,,2010
54,"Thursday, Jun 3",ATL,A,LAD,W,4,3,,32-22,1,up 3.0,Medlen,Kuroda,Venters,2:55,N,35333,1.46,9,,2010
55,"Friday, Jun 4",ATL,A,LAD,L,4,5,,32-23,1,up 2.0,Kuo,Kawakami,Broxton,2:51,N,42459,1.51,-1,,2010
56,"Saturday, Jun 5",ATL,A,LAD,W,9,3,,33-23,1,up 2.0,Hanson,Billingsley,,3:35,N,48207,1.47,1,,2010
57,"Sunday, Jun 6",ATL,A,LAD,L-wo,4,5,11,33-24,1,up 2.0,Belisario,Chavez,,3:37,D,37944,1.52,-1,,2010
58,"Monday, Jun 7",ATL,A,ARI,L,4,7,,33-25,1,up 2.0,Haren,Lowe,Qualls,3:15,N,17731,1.42,-2,,2010
59,"Tuesday, Jun 8",ATL,A,ARI,W,7,5,,34-25,1,up 2.0,Venters,Vasquez,Wagner,3:05,N,17052,1.44,1,,2010
60,"Wednesday, Jun 9",ATL,A,ARI,L,1,2,,34-26,1,up 1.5,Heilman,Moylan,Qualls,3:05,N,19138,1.43,-1,,2010
61,"Thursday, Jun 10",ATL,A,ARI,W,11,7,,35-26,1,up 2.5,Moylan,Qualls,,3:53,D,26969,1.51,1,,2010
62,"Friday, Jun 11",ATL,A,MIN,L,1,2,,35-27,1,up 1.5,Liriano,Hudson,Rauch,2:06,N,39428,1.46,-1,,2010
63,"Saturday, Jun 12",ATL,A,MIN,W,3,2,,36-27,1,up 1.5,Venters,Guerrier,Wagner,2:45,N,40001,1.5,1,,2010
64,"Sunday, Jun 13",ATL,A,MIN,W,7,3,,37-27,1,up 1.5,Medlen,Slowey,,2:47,D,39772,1.42,2,,2010
65,"Tuesday, Jun 15",ATL,H,TBR,L,4,10,,37-28,1,up 0.5,Price,Kawakami,,3:30,N,30448,1.47,-1,,2010
66,"Wednesday, Jun 16",ATL,H,TBR,W,6,2,,38-28,1,up 0.5,Hanson,Davis,,2:47,N,26807,1.47,1,,2010
67,"Thursday, Jun 17",ATL,H,TBR,W,3,1,,39-28,1,up 0.5,Hudson,Shields,Wagner,2:24,N,30427,1.52,2,,2010
68,"Friday, Jun 18",ATL,H,KCR,W,6,4,,40-28,1,up 0.5,Lowe,Bannister,Wagner,2:42,N,29808,1.48,3,,2010
69,"Saturday, Jun 19",ATL,H,KCR,W-wo,5,4,,41-28,1,up 1.5,Wagner,Tejeda,,2:34,N,39109,1.52,4,,2010
70,"Sunday, Jun 20",ATL,H,KCR,W,8,5,,42-28,1,up 2.5,Kimbrel,Wood,Wagner,3:13,D,30072,1.44,5,,2010
71,"Tuesday, Jun 22",ATL,A,CHW,L,6,9,,42-29,1,up 1.5,Danks,Hanson,Jenks,2:38,N,28773,1.42,-1,,2010
72,"Wednesday, Jun 23",ATL,A,CHW,L,2,4,,42-30,1,up 0.5,Buehrle,Hudson,Jenks,2:20,N,27561,1.46,-2,,2010
73,"Thursday, Jun 24",ATL,A,CHW,L,0,2,,42-31,1,up 0.5,Putz,Saito,Jenks,2:17,D,31076,1.54,-3,,2010
74,"Friday, Jun 25",ATL,H,DET,W,3,1,,43-31,1,up 0.5,Medlen,Oliver,Wagner,2:39,N,36634,1.47,1,,2010
75,"Saturday, Jun 26",ATL,H,DET,W,4,3,,44-31,1,up 1.5,Kawakami,Zumaya,Moylan,3:23,D,39184,1.61,2,,2010
76,"Sunday, Jun 27",ATL,H,DET,L,4,10,,44-32,1,up 0.5,Verlander,Hanson,,3:14,D,26034,1.53,-1,,2010
77,"Monday, Jun 28",ATL,H,WSN,W,5,0,,45-32,1,up 1.5,Hudson,Strasburg,,2:57,N,42889,1.57,1,,2010
78,"Tuesday, Jun 29",ATL,H,WSN,L,2,7,,45-33,1,up 1.5,Stammen,Lowe,,2:59,N,19045,1.55,-1,,2010
79,"Wednesday, Jun 30",ATL,H,WSN,W,4,1,,46-33,1,up 1.5,Jurrjens,Martin,Wagner,2:57,N,20091,1.59,1,,2010
80,"Friday, Jul 2",ATL,H,FLA,W-wo,4,3,11,47-33,1,up 2.0,Venters,Oviedo,,3:20,N,34332,1.61,2,,2010
81,"Saturday, Jul 3",ATL,H,FLA,W,4,1,,48-33,1,up 3.0,Hanson,Sanchez,Wagner,2:46,D,30148,1.6,3,,2010
82,"Sunday, Jul 4",ATL,H,FLA,L,2,3,,48-34,1,up 2.0,Nolasco,Hudson,Oviedo,2:55,N,44163,1.56,-1,,2010
83,"Monday, Jul 5",ATL,A,PHI,L,1,3,,48-35,1,up 2.0,Halladay,Lowe,,2:14,N,45404,1.77,-2,,2010
84,"Tuesday, Jul 6",ATL,A,PHI,W,6,3,11,49-35,1,up 2.0,Chavez,Herndon,Wagner,3:31,N,44715,1.91,1,,2010
85,"Wednesday, Jul 7",ATL,A,PHI,W,7,5,,50-35,1,up 3.0,Medlen,Moyer,Wagner,2:53,N,44282,1.83,2,,2010
86,"Friday, Jul 9",ATL,A,NYM,W,4,2,,51-35,1,up 4.0,O'Flaherty,Dickey,Wagner,3:06,N,36356,1.89,3,,2010
87,"Saturday, Jul 10",ATL,A,NYM,W,4,0,,52-35,1,up 5.0,Hudson,Pelfrey,,3:03,D,37793,1.87,4,,2010
88,"Sunday, Jul 11",ATL,A,NYM,L,0,3,,52-36,1,up 4.0,Santana,Lowe,Rodriguez,2:50,D,36402,1.66,-1,,2010
89,"Thursday, Jul 15",ATL,H,MIL,W,2,1,,53-36,1,up 5.0,Jurrjens,Bush,Wagner,2:46,N,35057,1.46,1,,2010
90,"Friday, Jul 16",ATL,H,MIL,L,3,9,,53-37,1,up 5.0,Wolf,Hanson,,3:08,N,37014,1.36,-1,,2010
91,"Saturday, Jul 17",ATL,H,MIL,L,3,6,,53-38,1,up 4.5,Narveson,Hudson,Axford,2:52,N,48174,1.42,-2,,2010
92,"Sunday, Jul 18",ATL,H,MIL,W,11,6,,54-38,1,up 5.0,Lowe,Parra,,3:01,D,24732,1.55,1,,2010
93,"Tuesday, Jul 20",ATL,H,SDP,W,4,1,,55-38,1,up 6.5,Jurrjens,LeBlanc,Wagner,2:37,N,30621,1.5,2,,2010
94,"Wednesday, Jul 21",ATL,H,SDP,L,4,6,12,55-39,1,up 6.5,Stauffer,Medlen,Bell,4:13,N,30039,1.38,-1,,2010
95,"Thursday, Jul 22",ATL,H,SDP,W,8,0,,56-39,1,up 7.0,Hudson,Richard,,2:55,D,26450,1.41,1,,2010
96,"Friday, Jul 23",ATL,A,FLA,L-wo,6,7,,56-40,1,up 6.0,Veras,Wagner,,3:40,N,19204,1.42,-1,,2010
