Gm,Date,Tm,H_A,Opp,Result,R,RA,Inn,Record,Rank,GB,Win,Loss,Save,Time,D.N,Attendance,cLI,Streak,Orig_Scheduled,Year
97,"Saturday, Jul 22",DET,H,OAK,L,5,9,,65-32,1,up 6.5,Blanton,Ledezma,,2:59,D,38923,0.42,-1,,2006
98,"Sunday, Jul 23",DET,H,OAK,W,8,4,,66-32,1,up 6.5,Robertson,Loaiza,,2:18,D,40355,0.45,1,,2006
99,"Monday, Jul 24",DET,A,CLE,W,9,7,,67-32,1,up 7.5,Bonderman,Lee,Jones,3:48,N,19045,0.39,2,,2006
100,"Tuesday, Jul 25",DET,A,CLE,L,7,12,,67-33,1,up 7.5,Davis,Rogers,,3:10,N,28085,0.33,-1,,2006
101,"Wednesday, Jul 26",DET,A,CLE,W,4,1,,68-33,1,up 8.5,Verlander,Sabathia,Jones,2:55,D,31220,0.41,1,,2006
102,"Friday, Jul 28",DET,A,MIN,W,3,2,10,69-33,1,up 8.5,Rodney,Rincon,Jones,2:42,N,45478,0.42,2,,2006
103,"Saturday, Jul 29",DET,A,MIN,W,8,6,,70-33,1,up 8.5,Robertson,Radke,Jones,2:49,N,45496,0.35,3,,2006
104,"Sunday, Jul 30",DET,A,MIN,L,4,6,,70-34,1,up 8.5,Neshek,Bonderman,Nathan,3:04,D,43204,0.26,-1,,2006
105,"Monday, Jul 31",DET,A,TBD,L,3,7,,70-35,1,up 7.5,Fossum,Rogers,,2:40,N,15065,0.24,-2,,2006
106,"Tuesday, Aug 1",DET,A,TBD,W,10,4,,71-35,1,up 7.5,Verlander,Howell,,3:17,N,13808,0.34,1,,2006
107,"Wednesday, Aug 2",DET,A,TBD,W,8,3,,72-35,1,up 8.5,Grilli,Switzer,,3:09,N,13126,0.26,2,,2006
108,"Thursday, Aug 3",DET,A,TBD,L,1,2,,72-36,1,up 8.0,McClung,Robertson,Meadows,2:28,N,12665,0.18,-1,,2006
109,"Friday, Aug 4",DET,H,CLE,W,7,6,,73-36,1,up 8.0,Colon,Cabrera,Jones,2:55,N,41502,0.24,1,,2006
110,"Saturday, Aug 5",DET,H,CLE,W-wo,4,3,,74-36,1,up 8.0,Zumaya,Hernandez,,2:39,N,43015,0.23,2,,2006
111,"Sunday, Aug 6",DET,H,CLE,W,1,0,,75-36,1,up 9.0,Ledezma,Sabathia,Jones,2:42,D,39178,0.2,3,,2006
112,"Monday, Aug 7",DET,H,MIN,W,9,3,,76-36,1,up10.0,Miner,Liriano,,2:32,N,34870,0.22,4,,2006
113,"Tuesday, Aug 8",DET,H,MIN,L,2,4,,76-37,1,up 9.0,Radke,Robertson,Nathan,3:00,N,35624,0.14,-1,,2006
114,"Wednesday, Aug 9",DET,H,MIN,L,3,4,,76-38,1,up 8.5,Santana,Zumaya,Nathan,2:44,N,36339,0.19,-2,,2006
115,"Friday, Aug 11",DET,A,CHW,L,0,5,,76-39,1,up 7.5,Contreras,Verlander,,2:13,N,39378,0.21,-3,,2006
116,"Saturday, Aug 12",DET,A,CHW,L,3,4,,76-40,1,up 6.5,MacDougal,Rogers,Jenks,2:25,D,38873,0.26,-4,,2006
117,"Sunday, Aug 13",DET,A,CHW,L,3,7,,76-41,1,up 5.5,Garcia,Miner,Jenks,3:01,D,38931,0.31,-5,,2006
118,"Monday, Aug 14",DET,A,BOS,W,7,4,,77-41,1,up 5.5,Robertson,Beckett,Jones,3:05,N,36392,0.37,1,,2006
119,"Tuesday, Aug 15",DET,A,BOS,W,3,2,,78-41,1,up 6.5,Rodney,Timlin,Jones,2:54,N,36179,0.3,2,,2006
120,"Wednesday, Aug 16",DET,A,BOS,L,4,6,,78-42,1,up 6.5,Wells,Verlander,Papelbon,2:47,N,36304,0.21,-1,,2006
121,"Thursday, Aug 17",DET,H,TEX,W,4,2,,79-42,1,up 6.5,Rogers,Volquez,Jones,2:57,N,34756,0.23,1,,2006
122,"Friday, Aug 18",DET,H,TEX,L,1,2,,79-43,1,up 6.5,Millwood,Miner,Otsuka,2:34,N,39327,0.17,-1,,2006
123,"Saturday, Aug 19",DET,H,TEX,L,1,3,,79-44,1,up 5.5,Tejeda,Robertson,Otsuka,2:25,N,41643,0.22,-2,,2006
124,"Sunday, Aug 20",DET,H,TEX,L,6,7,,79-45,1,up 5.5,Benoit,Grilli,Otsuka,3:11,D,39071,0.27,-3,,2006
125,"Monday, Aug 21",DET,H,CHW,W,7,1,,80-45,1,up 6.5,Verlander,Contreras,,2:29,N,39278,0.48,1,,2006
126,"Tuesday, Aug 22",DET,H,CHW,W,4,0,,81-45,1,up 7.5,Rogers,Buehrle,,2:28,N,39361,0.34,2,,2006
127,"Wednesday, Aug 23",DET,H,CHW,L,5,7,,81-46,1,up 6.5,Garcia,Miner,Jenks,3:10,N,40187,0.18,-1,,2006
128,"Thursday, Aug 24",DET,H,CHW,L,0,10,,81-47,1,up 5.5,Garland,Robertson,,2:14,D,41565,0.32,-2,,2006
129,"Friday, Aug 25",DET,A,CLE,L,2,4,,81-48,1,up 5.0,Sowers,Bonderman,Betancourt,2:47,N,33416,0.37,-3,,2006
130,"Saturday, Aug 26",DET,A,CLE,L,5,8,,81-49,1,up 4.0,Westbrook,Verlander,Mastny,2:49,N,29138,0.43,-4,,2006
131,"Sunday, Aug 27",DET,A,CLE,W,7,1,,82-49,1,up 5.0,Rogers,Lee,,2:37,D,28342,0.52,1,,2006
132,"Wednesday, Aug 30 (1)",DET,A,NYY,L,0,2,,82-50,1,up 4.5,Wang,Robertson,Rivera,2:37,D,52585,0.36,-1,2006-08-29 (Rain),2006
133,"Wednesday, Aug 30 (2)",DET,A,NYY,W,5,3,,83-50,1,up 4.5,Grilli,Proctor,Jones,3:06,N,54509,0.47,1,,2006
134,"Thursday, Aug 31",DET,A,NYY,L,4,6,,83-51,1,up 4.5,Johnson,Bonderman,Rivera,2:54,D,54771,0.33,-1,,2006
135,"Friday, Sep 1",DET,H,LAA,W,9,0,,84-51,1,up 5.5,Rogers,Santana,,2:50,N,37509,0.42,1,,2006
136,"Saturday, Sep 2",DET,H,LAA,L,2,7,10,84-52,1,up 4.5,Rodriguez,Jones,,3:23,N,37826,0.25,-1,,2006
137,"Sunday, Sep 3",DET,H,LAA,L,1,2,,84-53,1,up 4.5,Escobar,Ledezma,Rodriguez,2:25,N,38688,0.44,-2,,2006
138,"Monday, Sep 4",DET,H,SEA,W,6,2,,85-53,1,up 5.0,Robertson,Washburn,,2:08,D,32948,0.44,1,,2006
139,"Tuesday, Sep 5",DET,H,SEA,L,3,4,,85-54,1,up 4.0,Pineiro,Miller,Putz,2:19,N,23583,0.33,-1,,2006
140,"Wednesday, Sep 6",DET,H,SEA,L,4,5,10,85-55,1,up 4.0,Huber,Zumaya,Putz,2:57,D,23066,0.44,-2,,2006
141,"Thursday, Sep 7",DET,A,MIN,W,7,2,,86-55,1,up 5.0,Verlander,Baker,,2:33,N,21229,0.83,1,,2006
142,"Friday, Sep 8",DET,A,MIN,L,5,9,,86-56,1,up 4.0,Neshek,Ledezma,,3:14,N,29042,0.4,-1,,2006
143,"Saturday, Sep 9",DET,A,MIN,L,1,2,,86-57,1,up 3.0,Bonser,Robertson,Nathan,2:29,N,39160,0.64,-2,,2006
144,"Sunday, Sep 10",DET,A,MIN,L,1,12,,86-58,1,up 2.0,Santana,Bonderman,,2:54,D,40158,1.09,-3,,2006
145,"Tuesday, Sep 12",DET,H,TEX,W-wo,3,2,,87-58,1,up 1.5,Rodney,Mahay,,2:25,N,24196,1.19,1,,2006
146,"Wednesday, Sep 13",DET,H,TEX,L,3,11,,87-59,1,up 1.5,Millwood,Verlander,,2:40,N,24672,0.84,-1,,2006
147,"Friday, Sep 15",DET,H,BAL,W,17,2,,88-59,1,up 2.0,Bonderman,Penn,,2:54,N,38261,1.33,1,,2006
148,"Saturday, Sep 16",DET,H,BAL,W,2,0,,89-59,1,up 2.0,Robertson,Benson,Jones,2:14,N,39030,0.8,2,,2006
149,"Sunday, Sep 17",DET,H,BAL,L,8,12,10,89-60,1,up 1.0,Ray,Grilli,,3:32,D,37464,0.5,-1,,2006
150,"Monday, Sep 18",DET,A,CHW,W,8,2,,90-60,1,up 1.5,Rogers,Buehrle,,2:54,N,39427,0.9,1,,2006
151,"Tuesday, Sep 19",DET,A,CHW,L,0,7,,90-61,1,up 0.5,Garcia,Verlander,,2:25,N,38850,0.26,-1,,2006
152,"Wednesday, Sep 20",DET,A,CHW,W,6,2,,91-61,1,up 0.5,Bonderman,Garland,,2:53,N,38971,0.5,1,,2006
153,"Thursday, Sep 21",DET,A,BAL,L,3,4,,91-62,1,up 0.5,Benson,Rodney,Ray,2:47,D,17877,0.06,-1,2006-05-11 (Rain),2006
154,"Friday, Sep 22",DET,A,KCR,W,7,3,,92-62,1,up 1.5,Ledezma,Hudson,,2:59,N,13151,0.04,1,,2006
155,"Saturday, Sep 23",DET,A,KCR,W,15,4,,93-62,1,up 1.5,Rogers,Redman,,2:57,N,15459,0,2,,2006
156,"Sunday, Sep 24",DET,A,KCR,W,11,4,,94-62,1,up 1.5,Verlander,Hernandez,,3:00,D,10922,0,3,,2006
157,"Tuesday, Sep 26",DET,H,TOR,W,4,3,,95-62,1,up 1.0,Bonderman,McGowan,Jones,2:56,N,27908,0,4,,2006
158,"Wednesday, Sep 27",DET,H,TOR,L,4,7,,95-63,1,up 1.0,Lilly,Robertson,Ryan,3:16,N,26430,0,-1,,2006
159,"Thursday, Sep 28",DET,H,TOR,L,6,8,,95-64,1,Tied,Burnett,Rogers,Ryan,3:06,D,28670,0,-2,,2006
160,"Friday, Sep 29",DET,H,KCR,L,7,9,11,95-65,1,Tied,Greinke,Walker,Peralta,3:42,N,37243,0,-3,,2006
161,"Saturday, Sep 30",DET,H,KCR,L,6,9,,95-66,1,Tied,Wellemeyer,Miner,Gobble,3:22,N,40071,0,-4,,2006
162,"Sunday, Oct 1",DET,H,KCR,L,8,10,12,95-67,2,1.0,Gobble,Rogers,,4:37,D,40155,0,-5,,2006
1,"Monday, Apr 2",DET,H,TOR,L,3,5,10,0-1,4,1.0,Frasor,Rodney,Ryan,3:15,D,44297,0.99,-1,,2007
2,"Wednesday, Apr 4",DET,H,TOR,W,10,9,,1-1,3,1.5,Robertson,Burnett,Jones,3:32,D,24881,0.94,1,,2007
3,"Friday, Apr 6",DET,A,KCR,L,1,3,,1-2,4,2.0,De La Rosa,Mesa,Riske,2:43,N,13330,1.11,-1,,2007
4,"Saturday, Apr 7",DET,A,KCR,W,6,5,,2-2,3,1.0,Maroth,Meche,Jones,2:41,D,13899,1.03,1,,2007
5,"Sunday, Apr 8",DET,A,KCR,W,3,2,,3-2,2,1.0,Rodney,Riske,Jones,3:00,D,13109,1.11,2,,2007
6,"Monday, Apr 9",DET,A,BAL,L,2,6,,3-3,3,1.0,Cabrera,Durbin,,2:28,D,48159,1.04,-1,,2007
7,"Tuesday, Apr 10",DET,A,BAL,W,3,1,,4-3,2,0.5,Robertson,Wright,Jones,2:31,N,18594,1,1,,2007
8,"Wednesday, Apr 11",DET,A,BAL,W,4,1,12,5-3,1,Tied,Ledezma,Birkins,Jones,3:42,N,13288,1.1,2,,2007
9,"Thursday, Apr 12",DET,A,TOR,W,5,4,,6-3,1,Tied,Maroth,Ohka,Zumaya,2:58,N,20416,1.11,3,,2007
10,"Friday, Apr 13",DET,A,TOR,L-wo,1,2,10,6-4,1,Tied,Halladay,Rodney,,2:14,N,26268,1.15,-1,,2007
11,"Saturday, Apr 14",DET,A,TOR,W,10,7,,7-4,1,Tied,Ledezma,Ryan,Jones,3:28,D,28203,1.12,1,,2007
12,"Sunday, Apr 15",DET,A,TOR,L,1,2,,7-5,2,0.5,Towers,Robertson,Marcum,2:08,D,25983,1.17,-1,,2007
13,"Monday, Apr 16",DET,H,KCR,W,12,5,,8-5,1,Tied,Verlander,Greinke,,3:27,N,21832,1.18,1,,2007
14,"Tuesday, Apr 17",DET,H,KCR,W,7,6,,9-5,1,up 0.5,Ledezma,Riske,Jones,2:54,N,21263,1.22,2,,2007
15,"Wednesday, Apr 18",DET,H,KCR,L,3,4,10,9-6,2,0.5,Soria,Rodney,,2:43,D,27945,1.22,-1,,2007
16,"Friday, Apr 20",DET,H,CHW,L,4,5,,9-7,2,1.0,Masset,Grilli,Jenks,2:59,N,40685,1.32,-2,,2007
17,"Saturday, Apr 21",DET,H,CHW,L,5,7,10,9-8,3,2.0,Aardsma,Rodney,Jenks,3:09,D,39618,1.26,-3,,2007
18,"Sunday, Apr 22",DET,H,CHW,W-wo,6,5,12,10-8,2,1.0,Grilli,Masset,,3:27,D,38379,1.19,1,,2007
19,"Monday, Apr 23",DET,A,LAA,W,9,5,,11-8,1,Tied,Grilli,Weaver,,3:22,N,40563,1.11,2,,2007
20,"Tuesday, Apr 24",DET,A,LAA,L-wo,8,9,10,11-9,3,0.5,Moseley,Jones,,3:37,D,36055,1.17,-1,,2007
21,"Wednesday, Apr 25",DET,A,CHW,W,6,2,,12-9,2,0.5,Durbin,Danks,Jones,2:41,N,26342,1.28,1,,2007
22,"Friday, Apr 27",DET,H,MIN,L,3,5,,12-10,4,2.0,Crain,Zumaya,Nathan,2:45,N,31147,1.31,-1,,2007
23,"Saturday, Apr 28",DET,H,MIN,L,3,11,,12-11,4,2.0,Silva,Verlander,,3:08,D,39547,1.28,-2,,2007
24,"Sunday, Apr 29",DET,H,MIN,W-wo,4,3,,13-11,3,2.0,Jones,Crain,,2:44,D,36483,1.22,1,,2007
25,"Monday, Apr 30",DET,H,BAL,W,8,4,,14-11,2,1.5,Bonderman,Cabrera,Rodney,3:21,N,24914,1.15,2,,2007
26,"Tuesday, May 1",DET,H,BAL,W,5,4,,15-11,2,1.5,Zumaya,Báez,Jones,2:57,N,23126,1.17,3,,2007
27,"Wednesday, May 2",DET,H,BAL,W,3,2,,16-11,2,1.5,Robertson,Trachsel,Jones,2:39,D,29278,1.24,4,,2007
28,"Friday, May 4",DET,A,KCR,W,6,3,,17-11,2,1.0,Verlander,Bannister,Jones,3:17,N,17614,1.28,5,,2007
29,"Saturday, May 5",DET,A,KCR,W,7,5,,18-11,1,Tied,Mesa,Duckworth,Jones,3:16,N,26070,1.29,6,,2007
30,"Sunday, May 6",DET,A,KCR,W,13,4,,19-11,1,Tied,Durbin,Greinke,,2:35,D,17034,1.31,7,,2007
31,"Tuesday, May 8",DET,H,SEA,W,9,7,,20-11,2,0.5,Bonderman,Ramirez,Jones,2:53,N,30171,1.33,8,,2007
32,"Wednesday, May 9",DET,H,SEA,L,2,9,,20-12,2,0.5,Baek,Robertson,,2:29,N,27377,1.29,-1,,2007
33,"Thursday, May 10",DET,H,SEA,W,7,3,,21-12,1,up 0.5,Verlander,Weaver,,2:38,D,37359,1.29,1,,2007
34,"Friday, May 11",DET,A,MIN,W,7,3,,22-12,1,up 1.5,Maroth,Santana,,3:05,N,31458,1.48,2,,2007
35,"Saturday, May 12",DET,A,MIN,W,8,2,,23-12,1,up 1.5,Durbin,Ponson,Lopez,2:29,D,32176,1.48,3,,2007
36,"Sunday, May 13",DET,A,MIN,L,4,16,,23-13,1,up 1.5,Bonser,Vasquez,,3:26,N,25037,1.4,-1,,2007
37,"Monday, May 14",DET,A,BOS,L,1,7,,23-14,1,up 1.0,Matsuzaka,Robertson,,2:53,N,36935,1.35,-2,,2007
38,"Tuesday, May 15",DET,A,BOS,W,7,2,,24-14,1,up 1.0,Verlander,Wakefield,,2:45,N,37031,1.32,1,,2007
39,"Thursday, May 17 (1)",DET,A,BOS,L,1,2,,24-15,2,1.0,Tavarez,Miner,Papelbon,2:48,D,36767,1.37,-1,2007-05-16 (Rain),2007
40,"Thursday, May 17 (2)",DET,A,BOS,L,2,4,,24-16,2,1.0,Donnelly,Ledezma,Okajima,3:08,N,37006,1.35,-2,,2007
41,"Friday, May 18",DET,H,STL,W,14,4,,25-16,2,1.0,Miller,Looper,,2:59,N,40816,1.3,1,,2007
42,"Saturday, May 19",DET,H,STL,W,8,7,,26-16,1,Tied,Robertson,Reyes,Jones,3:07,N,42625,1.27,2,,2007
43,"Sunday, May 20",DET,H,STL,W,6,3,,27-16,1,Tied,Verlander,Thompson,Seay,2:29,D,39562,1.32,3,,2007
44,"Tuesday, May 22",DET,H,LAA,L,3,6,,27-17,2,0.5,Lackey,Maroth,Rodriguez,2:47,N,28678,1.38,-1,,2007
45,"Wednesday, May 23",DET,H,LAA,W,8,7,,28-17,1,up 0.5,Durbin,Colon,Jones,2:54,N,28105,1.41,1,,2007
46,"Thursday, May 24",DET,H,LAA,W,12,0,,29-17,1,up 0.5,Bonderman,Santana,,2:28,D,36048,1.38,2,,2007
47,"Friday, May 25",DET,H,CLE,L,4,7,,29-18,2,0.5,Byrd,Robertson,Borowski,2:58,N,40074,1.55,-1,,2007
48,"Saturday, May 26",DET,H,CLE,L,3,6,,29-19,2,1.5,Sabathia,Grilli,Borowski,3:04,D,40375,1.63,-2,,2007
49,"Sunday, May 27",DET,H,CLE,L,3,5,,29-20,2,2.5,Hernandez,Maroth,Borowski,2:46,N,40723,1.63,-3,,2007
50,"Monday, May 28",DET,A,TBD,L-wo,5,6,,29-21,2,2.5,Glover,Jones,,3:05,N,14769,1.4,-4,,2007
51,"Tuesday, May 29",DET,A,TBD,W,14,2,,30-21,2,1.5,Bonderman,Fossum,,3:01,N,11518,1.4,1,,2007
52,"Wednesday, May 30",DET,A,TBD,L,3,5,,30-22,2,2.5,Shields,Robertson,,2:36,N,12435,1.38,-1,,2007
53,"Thursday, May 31",DET,A,CLE,L,5,11,,30-23,2,3.5,Sabathia,Verlander,,3:11,N,30038,1.65,-2,,2007
54,"Friday, Jun 1",DET,A,CLE,L-wo,11,12,,30-24,2,4.5,Hernandez,Jones,,3:32,N,41365,1.63,-3,,2007
55,"Saturday, Jun 2",DET,A,CLE,W,9,5,,31-24,2,3.5,Durbin,Lee,,3:44,N,38254,1.56,1,,2007
56,"Sunday, Jun 3",DET,A,CLE,W,9,2,,32-24,2,2.5,Bonderman,Sowers,,3:27,D,30268,1.66,2,,2007
57,"Tuesday, Jun 5",DET,A,TEX,L,4,7,,32-25,2,3.5,Eyre,Robertson,Gagne,3:25,N,32003,1.42,-1,,2007
58,"Wednesday, Jun 6",DET,A,TEX,W,10,0,,33-25,2,2.5,Verlander,Millwood,,2:44,N,28795,1.38,1,,2007
59,"Thursday, Jun 7",DET,A,TEX,W,11,4,,34-25,2,2.5,Maroth,Loe,,3:01,N,22990,1.4,2,,2007
60,"Friday, Jun 8",DET,H,NYM,L,0,3,,34-26,2,2.5,Sosa,Durbin,Wagner,2:14,N,42007,1.41,-1,,2007
61,"Saturday, Jun 9",DET,H,NYM,W,8,7,,35-26,2,2.5,Bonderman,Perez,Jones,3:29,D,42364,1.41,1,,2007
62,"Sunday, Jun 10",DET,H,NYM,W,15,7,,36-26,2,1.5,Miller,Glavine,,3:28,D,40914,1.41,2,,2007
63,"Tuesday, Jun 12",DET,H,MIL,W,4,0,,37-26,1,Tied,Verlander,Suppan,,2:11,N,33555,1.39,3,,2007
64,"Wednesday, Jun 13",DET,H,MIL,L,2,3,,37-27,2,1.0,Spurling,Rodney,Cordero,2:55,N,37593,1.4,-1,,2007
65,"Thursday, Jun 14",DET,H,MIL,L,5,6,,37-28,2,2.0,Sheets,Durbin,Cordero,3:20,D,41390,1.42,-2,,2007
66,"Friday, Jun 15",DET,A,PHI,W,12,8,,38-28,2,1.0,Bonderman,Lieber,,3:24,N,42719,1.43,1,,2007
67,"Saturday, Jun 16",DET,A,PHI,L,3,6,,38-29,2,1.0,Moyer,Miller,,2:56,N,45102,1.41,-1,,2007
68,"Sunday, Jun 17",DET,A,PHI,W,7,4,,39-29,2,1.0,Verlander,Geary,Jones,3:33,D,45537,1.43,1,,2007
69,"Monday, Jun 18",DET,A,WSN,W,9,8,,40-29,2,1.0,Maroth,Chico,,2:54,N,22562,1.44,2,,2007
70,"Tuesday, Jun 19",DET,A,WSN,W,15,1,,41-29,1,Tied,Durbin,Simontacchi,,3:03,N,22227,1.47,3,,2007
71,"Wednesday, Jun 20",DET,A,WSN,W,8,4,,42-29,1,Tied,Bonderman,Rivera,,3:15,N,26637,1.4,4,,2007
72,"Friday, Jun 22",DET,A,ATL,W,5,0,,43-29,1,up 1.0,Rogers,Smoltz,,2:37,N,44034,1.38,5,,2007
73,"Saturday, Jun 23",DET,A,ATL,W,2,1,,44-29,1,up 1.0,Verlander,Davies,Jones,2:51,D,49074,1.31,6,,2007
74,"Sunday, Jun 24",DET,A,ATL,W,5,0,,45-29,1,up 2.0,Miller,James,Durbin,2:52,N,34181,1.3,7,,2007
75,"Monday, Jun 25",DET,H,TEX,L,3,8,,45-30,1,up 1.0,Loe,Bonderman,,2:55,N,36330,1.23,-1,,2007
76,"Tuesday, Jun 26",DET,H,TEX,L,6,9,,45-31,1,Tied,Otsuka,Jones,Gagne,3:16,N,39709,1.28,-2,,2007
77,"Thursday, Jun 28",DET,H,TEX,W,5,2,,46-31,1,up 0.5,Rogers,Millwood,Jones,2:44,D,37253,1.38,1,,2007
78,"Friday, Jun 29",DET,H,MIN,L,1,11,,46-32,2,0.5,Santana,Verlander,,2:42,N,42361,1.62,-1,,2007
79,"Saturday, Jun 30",DET,H,MIN,L,5,8,,46-33,2,1.5,Slowey,Miller,Nathan,3:03,D,41588,1.73,-2,,2007
80,"Sunday, Jul 1",DET,H,MIN,W,1,0,,47-33,2,1.5,Bonderman,Baker,Jones,2:07,N,41078,1.8,1,,2007
81,"Tuesday, Jul 3",DET,H,CLE,L,4,5,11,47-34,2,3.0,Mastny,Capellan,Borowski,3:52,N,40741,1.84,-1,,2007
82,"Wednesday, Jul 4",DET,H,CLE,W,6,4,,48-34,2,2.0,Rogers,Westbrook,Jones,3:11,N,40782,1.82,1,,2007
83,"Thursday, Jul 5",DET,H,CLE,W,12,3,,49-34,2,1.0,Verlander,Sabathia,,2:50,D,40923,1.86,2,,2007
84,"Friday, Jul 6",DET,H,BOS,W,9,2,,50-34,1,Tied,Miller,Tavarez,,2:41,N,43839,1.46,3,,2007
85,"Saturday, Jul 7",DET,H,BOS,W-wo,3,2,13,51-34,1,Tied,Grilli,Papelbon,,4:28,N,44193,1.48,4,,2007
86,"Sunday, Jul 8",DET,H,BOS,W,6,5,,52-34,1,up 1.0,Robertson,Matsuzaka,Jones,3:12,D,41943,1.43,5,,2007
87,"Thursday, Jul 12",DET,A,SEA,L,2,3,,52-35,1,up 0.5,Hernandez,Miller,Putz,2:55,N,31994,1.58,-1,,2007
88,"Friday, Jul 13",DET,A,SEA,W,6,3,,53-35,1,up 0.5,Bonderman,Washburn,Jones,2:42,N,37393,1.68,1,,2007
89,"Saturday, Jul 14",DET,A,SEA,L,4,6,,53-36,1,up 0.5,Batista,Rogers,Putz,2:38,N,38202,1.69,-1,,2007
90,"Sunday, Jul 15",DET,A,SEA,W,11,7,,54-36,1,up 0.5,Verlander,Weaver,,3:14,D,39073,1.83,1,,2007
91,"Tuesday, Jul 17",DET,A,MIN,W,1,0,,55-36,1,up 1.0,Robertson,Garza,Jones,2:39,N,30939,1.65,2,,2007
92,"Wednesday, Jul 18",DET,A,MIN,W,3,2,,56-36,1,up 2.0,Miller,Santana,Jones,3:31,N,38070,1.47,3,,2007
93,"Thursday, Jul 19",DET,A,MIN,W,4,3,10,57-36,1,up 2.0,Miner,Nathan,Jones,3:31,D,36551,1.28,4,,2007
94,"Friday, Jul 20",DET,H,KCR,L,2,10,,57-37,1,up 1.0,Meche,Rogers,,2:59,N,43200,1.05,-1,,2007
95,"Saturday, Jul 21",DET,H,KCR,W-wo,10,8,10,58-37,1,up 2.0,Durbin,Soria,,3:21,N,43408,1.17,1,,2007
96,"Sunday, Jul 22",DET,H,KCR,L,2,5,,58-38,1,up 1.0,Bannister,Robertson,,2:56,D,42201,1.08,-1,,2007
97,"Monday, Jul 23",DET,A,CHW,W,9,6,,59-38,1,up 2.0,Grilli,Buehrle,Jones,3:20,N,30122,1.18,1,,2007
98,"Tuesday, Jul 24 (1)",DET,A,CHW,L,3,5,,59-39,1,up 1.5,Vazquez,Bonderman,Jenks,2:20,D,30569,1.02,-1,2007-04-26 (Rain),2007
99,"Tuesday, Jul 24 (2)",DET,A,CHW,L,7,8,,59-40,1,up 1.5,Thornton,Miner,Jenks,3:30,N,29042,1.14,-2,,2007
100,"Wednesday, Jul 25",DET,A,CHW,W,13,9,,60-40,1,up 1.5,Grilli,Contreras,Byrdak,3:27,N,28462,1.2,1,,2007
101,"Thursday, Jul 26",DET,A,CHW,L-wo,3,4,,60-41,1,up 1.5,Jenks,Miner,,2:39,D,30567,1.07,-1,,2007
102,"Friday, Jul 27",DET,A,LAA,L,6,11,,60-42,1,up 0.5,Weaver,Robertson,,3:01,N,44042,1.19,-2,,2007
103,"Saturday, Jul 28",DET,A,LAA,L,3,10,,60-43,1,up 0.5,Shields,Grilli,,3:30,D,43122,1.31,-3,,2007
104,"Sunday, Jul 29",DET,A,LAA,L,4,13,,60-44,1,up 0.5,Bootcheck,Bonderman,,3:16,N,44019,1.45,-4,,2007
105,"Monday, Jul 30",DET,A,OAK,W,5,2,,61-44,1,up 1.0,Tata,Blanton,Jones,2:43,N,18468,1.46,1,,2007
106,"Tuesday, Jul 31",DET,A,OAK,L,3,7,,61-45,1,up 1.0,Haren,Verlander,,2:53,N,21305,1.33,-1,,2007
107,"Wednesday, Aug 1",DET,A,OAK,L,2,3,,61-46,1,up 1.0,Brown,Robertson,Embree,3:10,D,27118,1.42,-2,,2007
108,"Friday, Aug 3",DET,H,CHW,L,4,7,,61-47,2,0.5,Buehrle,Miller,,2:46,N,42066,1.56,-3,,2007
109,"Saturday, Aug 4",DET,H,CHW,L,5,7,,61-48,2,0.5,Vazquez,Bonderman,Jenks,3:01,N,42907,1.68,-4,,2007
110,"Sunday, Aug 5",DET,H,CHW,L,1,3,,61-49,2,0.5,Floyd,Tata,Jenks,2:40,D,39778,1.79,-5,,2007
111,"Monday, Aug 6",DET,H,TBD,W,6,4,,62-49,2,0.5,Miner,Glover,Jones,3:00,N,39289,1.85,1,,2007
112,"Tuesday, Aug 7",DET,H,TBD,W,9,6,,63-49,2,0.5,Byrdak,Wheeler,Jones,2:53,N,35288,1.77,2,,2007
113,"Wednesday, Aug 8",DET,H,TBD,L,1,7,,63-50,2,0.5,Shields,Durbin,,2:58,N,37777,1.75,-1,,2007
114,"Thursday, Aug 9",DET,H,TBD,L,1,8,,63-51,2,1.5,Kazmir,Bonderman,,3:10,D,38789,1.83,-2,,2007
115,"Friday, Aug 10",DET,H,OAK,L,10,16,,63-52,2,1.5,Lugo,McBride,,3:19,N,40922,1.91,-3,,2007
116,"Saturday, Aug 11",DET,H,OAK,W,5,2,,64-52,2,0.5,Verlander,Haren,Jones,3:00,N,42016,1.89,1,,2007
117,"Sunday, Aug 12",DET,H,OAK,W,11,6,,65-52,1,up 0.5,Robertson,Braden,,3:06,D,39960,1.86,2,,2007
118,"Monday, Aug 13",DET,H,OAK,L,2,7,,65-53,1,Tied,Gaudin,Durbin,,3:04,N,37229,1.78,-1,,2007
119,"Tuesday, Aug 14",DET,A,CLE,W,6,2,10,66-53,1,up 1.0,Rodney,Borowski,,3:29,N,37570,3.05,1,,2007
120,"Wednesday, Aug 15",DET,A,CLE,L,2,5,,66-54,1,Tied,Hernandez,Jurrjens,Borowski,2:50,N,39250,2.92,-1,,2007
121,"Thursday, Aug 16",DET,A,NYY,W,8,5,,67-54,1,up 0.5,Verlander,Mussina,,3:30,N,53914,2.13,1,,2007
122,"Friday, Aug 17",DET,A,NYY,L,1,6,,67-55,2,0.5,Pettitte,Robertson,,2:47,N,54290,2.12,-1,,2007
